B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,formation_energy
0.67,0.89,1.24,1.9,0.312,0.06039663,1.4611053,6.1077,13.618055,10.003826,11.916,1000.0,1802.0,15.0,2143.0,3141.0,90.2,54.93554,-3.057805387
0.76,0.89,1.23,2.2,0.338,1.0463825,1.4611053,6.0215,13.618055,10.003826,11.781,1000.0,1734.0,16.0,2143.0,2993.0,90.2,54.93554,-2.853392905
1.04,0.89,2.2,1.22,1.0463825,0.30712,1.4611053,7.3605,13.618055,10.003826,16.76,1000.0,2607.0,120.0,2143.0,4423.0,90.2,54.93554,-2.828532784
0.745,0.89,1.28,1.54,-0.5,0.075545,1.4611053,6.02576,13.618055,10.003826,11.5,1000.0,912.5,6.0,2143.0,3503.0,90.2,54.93554,-3.399152431
0.68,0.89,2.02,1.63,0.94236213,0.527662,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.550535708
0.76,0.89,1.27,2.05,0.23887,1.04740119,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-3.125944141
0.87,0.89,1.9,1.38,1.235784,0.53,1.4611053,7.72638,13.618055,10.003826,20.29239,1000.0,1357.77,400.0,2143.0,3200.0,90.2,54.93554,-2.986588932
0.87,0.89,2.01,1.38,1.232676413,0.53,1.4611053,7.899435,13.618055,10.003826,15.93461,1000.0,1211.4,60.0,2143.0,3093.0,90.2,54.93554,-3.051155166
0.76,0.89,1.24,2.2,0.312,1.0463825,1.4611053,6.1077,13.618055,10.003826,11.916,1000.0,1802.0,15.0,2143.0,3141.0,90.2,54.93554,-2.862993621
1.16,0.82,1.61,0.93,0.432835,0.54792625,3.401189824,5.985769,17.42282,27.28954,18.82855,312.46,933.47,235.0,961.0,2792.0,85.03,62.70798,-3.43196233
1.02,0.89,1.9,1.25,0.06039663,1.02922,1.4611053,7.83352,13.618055,10.003826,16.6,1000.0,3459.0,48.0,2143.0,5869.0,90.2,54.93554,-3.069098028
0.88,0.89,1.28,1.65,-0.5,-0.62,1.4611053,6.02576,13.618055,10.003826,11.5,1000.0,912.5,6.0,2143.0,3503.0,90.2,54.93554,-2.861130178
0.87,0.89,1.31,1.38,-0.42,0.53,1.4611053,7.646236,13.618055,10.003826,15.035271,1000.0,923.0,160.0,2143.0,1363.0,90.2,54.93554,-3.454663034
2.07,0.89,1.91,2.1,1.1571612,1.9708757,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-2.274603045
0.78,0.89,1.2,1.6,0.11613,0.917407,1.4611053,5.670385,13.618055,10.003826,11.24,1000.0,1099.0,14.0,2143.0,1800.0,90.2,54.93554,-3.216548682
0.78,0.89,1.2,1.5,0.11613,0.32312,1.4611053,5.670385,13.618055,10.003826,11.24,1000.0,1099.0,14.0,2143.0,1800.0,90.2,54.93554,-3.330123113
1.02,0.89,2.2,1.25,1.0463825,1.02922,1.4611053,7.3605,13.618055,10.003826,16.76,1000.0,2607.0,120.0,2143.0,4423.0,90.2,54.93554,-2.873984638
0.73,0.89,1.0,2.16,0.024551,0.74733,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,-2.89956409
0.87,0.89,1.54,1.38,0.075545,0.53,1.4611053,6.82812,13.618055,10.003826,13.5755,1000.0,1941.0,22.0,2143.0,3560.0,90.2,54.93554,-3.505955298
0.67,0.89,1.27,1.9,0.23887,0.06039663,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-3.080325455
0.78,0.89,1.78,1.6,0.383926,0.917407,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.95700333
0.765,0.89,2.02,2.2,0.94236213,1.5643615,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.123380001
0.78,0.89,1.78,1.5,0.383926,0.32312,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-3.07247716
0.76,0.89,2.02,2.2,0.94236213,1.0463825,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.194337651
1.16,0.82,1.83,0.93,0.15323634,0.54792625,3.401189824,7.9024681,17.42282,31.625,16.19921,336.53,1811.0,80.0,1032.0,3134.0,85.03,62.70798,-2.948207773
0.68,0.82,0.93,1.63,0.54792625,0.527662,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,-3.164905793
1.098,0.89,1.6,1.17,0.917407,0.162,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-3.39366518
0.78,0.89,1.17,1.5,0.162,0.32312,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.515743663
0.87,0.89,1.3,1.38,0.17807,0.53,1.4611053,6.82507,13.618055,10.003826,14.61,1000.0,2506.0,23.0,2143.0,4876.0,90.2,54.93554,-3.602481828
0.74,0.89,1.0,2.36,0.024551,0.816268,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,-3.027627442
1.001,0.89,2.2,1.27,1.5643615,0.23887,1.4611053,8.96702,13.618055,10.003826,17.0,1000.0,2739.0,150.0,2143.0,4701.0,90.2,54.93554,-2.814113336
0.885,0.82,0.93,1.36,0.54792625,0.1882,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,-3.567414753
0.74,0.89,1.55,2.36,-0.52,0.816268,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.744398925
1.16,0.82,1.81,0.93,0.3012011,0.54792625,3.401189824,5.999302,17.42282,31.625,20.51514,336.53,302.91,29.0,1032.0,2477.0,85.03,62.70798,-3.080983624
0.76,0.89,1.27,2.2,0.23887,1.0463825,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-2.885146451
1.16,0.82,1.66,0.93,0.6758412,0.54792625,3.401189824,6.76651,17.42282,31.625,16.486305,336.53,2180.0,94.0,1032.0,2944.0,85.03,62.70798,-3.118256744
0.86,0.89,1.38,1.33,0.53,0.433289,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.537947287
0.73,0.89,1.55,2.16,-0.52,0.74733,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.627075082
0.87,0.89,1.91,1.38,1.1571612,0.53,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-3.081873749
0.67,0.89,1.22,1.9,0.352,0.06039663,1.4611053,5.93905,13.618055,10.003826,11.647,1000.0,1680.0,11.0,2143.0,2840.0,90.2,54.93554,-3.039068432
0.87,0.89,1.27,1.38,0.23887,0.53,1.4611053,5.425871,13.618055,10.003826,14.13,1000.0,1925.0,16.0,2143.0,3675.0,90.2,54.93554,-3.696703101
1.001,0.89,2.02,1.27,0.94236213,0.23887,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.865040657
0.76,0.89,1.78,2.05,0.383926,1.04740119,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.533157763
0.73,0.89,1.66,2.16,0.6758412,0.74733,1.4611053,6.76651,13.618055,10.003826,16.486305,1000.0,2180.0,94.0,2143.0,2944.0,90.2,54.93554,-2.657625465
2.07,0.89,1.55,2.1,-0.52,1.9708757,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.47791411
0.885,0.89,1.6,1.36,0.917407,0.1882,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-3.474327049
0.78,0.89,1.36,1.5,0.1882,0.32312,1.4611053,6.56149,13.618055,10.003826,12.79977,1000.0,1814.0,16.0,2143.0,3103.0,90.2,54.93554,-3.59059668
0.9,0.82,1.78,0.98,0.383926,0.61804922,3.401189824,5.7863557,17.42282,31.625,18.87041,336.53,429.75,82.0,1032.0,2345.0,85.03,62.70798,-3.021860135
0.78,0.89,1.12,1.6,0.572,0.917407,1.4611053,5.5386,13.618055,10.003826,10.956,1000.0,1068.0,11.0,2143.0,3633.0,90.2,54.93554,-3.363669072
0.87,0.89,1.24,1.38,0.312,0.53,1.4611053,6.1077,13.618055,10.003826,11.916,1000.0,1802.0,15.0,2143.0,3141.0,90.2,54.93554,-3.674692783
0.78,0.89,1.12,1.5,0.572,0.32312,1.4611053,5.5386,13.618055,10.003826,10.956,1000.0,1068.0,11.0,2143.0,3633.0,90.2,54.93554,-3.481513056
0.74,0.89,1.83,2.36,0.15323634,0.816268,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,-2.637589271
0.67,0.89,1.78,1.9,0.383926,0.06039663,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.487471985
0.67,0.89,1.55,1.9,-0.52,0.06039663,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.635275339
1.16,0.82,1.61,0.93,0.432835,0.54792625,3.401189824,5.985769,17.42282,31.625,18.82855,336.53,933.47,235.0,1032.0,2792.0,85.03,62.70798,-3.444772644
1.04,0.89,1.38,1.22,0.53,0.30712,1.4611053,6.19405,13.618055,10.003826,11.6,1000.0,1405.3,27.0,2143.0,4200.0,90.2,54.93554,-3.640282934
0.73,0.89,1.22,2.16,0.352,0.74733,1.4611053,5.93905,13.618055,10.003826,11.647,1000.0,1680.0,11.0,2143.0,2840.0,90.2,54.93554,-3.033997938
1.04,0.89,2.02,1.22,0.94236213,0.30712,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.81024148
0.87,0.89,1.23,1.38,0.338,0.53,1.4611053,6.0215,13.618055,10.003826,11.781,1000.0,1734.0,16.0,2143.0,2993.0,90.2,54.93554,-3.66366593
0.73,0.89,1.83,2.16,0.15323634,0.74733,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,-2.495238491
0.765,0.89,1.78,2.2,0.383926,1.5643615,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.185289893
0.76,0.89,1.78,2.2,0.383926,1.0463825,1.4611053,5.7863557,13.618055,10.003826,18.87041,1000.0,429.75,82.0,2143.0,2345.0,90.2,54.93554,-2.280475484
0.78,0.89,2.02,1.6,0.94236213,0.917407,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.838445473
0.74,0.89,1.22,2.36,0.352,0.816268,1.4611053,5.93905,13.618055,10.003826,11.647,1000.0,1680.0,11.0,2143.0,2840.0,90.2,54.93554,-3.078672954
0.78,0.89,2.02,1.5,0.94236213,0.32312,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.938636418
1.052,0.89,2.02,1.22,0.94236213,0.352,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.827549694
0.87,0.89,1.69,1.38,-0.72,0.53,1.4611053,8.99382,13.618055,10.003826,16.908313,1000.0,594.22,97.0,2143.0,1040.0,90.2,54.93554,-3.10377507
0.885,0.89,2.05,1.36,1.04740119,0.1882,1.4611053,8.608389,13.618055,10.003826,16.626,1000.0,903.78,24.0,2143.0,1860.0,90.2,54.93554,-0.780111046
0.74,0.89,1.88,2.36,0.662265,0.816268,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,-2.573568993
0.88,0.89,2.36,1.65,0.816268,-0.62,1.4611053,7.86403,13.618055,10.003826,16.37,1000.0,3695.0,170.0,2143.0,5828.0,90.2,54.93554,-2.652047815
1.04,0.82,0.93,1.22,0.54792625,0.30712,3.401189824,5.13907696,17.42282,31.625,47.28636,336.53,370.87,140.0,1032.0,1156.0,85.03,62.70798,-3.549164085
0.73,0.89,1.88,2.16,0.662265,0.74733,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,-2.451488137
0.88,0.89,2.16,1.65,0.74733,-0.62,1.4611053,7.09243,13.618055,10.003826,16.16,1000.0,2896.0,139.0,2143.0,4912.0,90.2,54.93554,-2.537722478
1.087,0.89,2.02,1.2,0.94236213,0.11613,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.599699211
0.885,0.89,1.9,1.36,0.06039663,0.1882,1.4611053,7.83352,13.618055,10.003826,16.6,1000.0,3459.0,48.0,2143.0,5869.0,90.2,54.93554,-3.050334508
0.74,0.89,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,10.003826,15.035271,1000.0,923.0,160.0,2143.0,1363.0,90.2,54.93554,-2.950642649
1.098,0.89,2.02,1.17,0.94236213,0.162,1.4611053,7.285516,13.618055,10.003826,16.703,1000.0,544.4,8.0,2143.0,1837.0,90.2,54.93554,-2.782852432
0.885,0.89,2.2,1.36,1.5643615,0.1882,1.4611053,8.96702,13.618055,10.003826,17.0,1000.0,2739.0,150.0,2143.0,4701.0,90.2,54.93554,-2.777788785
0.67,0.89,1.2,1.9,0.11613,0.06039663,1.4611053,5.670385,13.618055,10.003826,11.24,1000.0,1099.0,14.0,2143.0,1800.0,90.2,54.93554,-2.886944555
0.73,0.89,1.31,2.16,-0.42,0.74733,1.4611053,7.646236,13.618055,10.003826,15.035271,1000.0,923.0,160.0,2143.0,1363.0,90.2,54.93554,-2.830075795
0.805,0.89,1.6,2.28,0.917407,1.142892,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-2.730642157
0.87,0.89,1.0,1.38,0.024551,0.53,1.4611053,6.11315547,13.618055,10.003826,11.871719,1000.0,1115.0,200.0,2143.0,1757.0,90.2,54.93554,-3.547854479
0.88,0.89,2.1,1.65,1.9708757,-0.62,1.4611053,9.009808,13.618055,10.003826,18.6,1000.0,722.66,3.0,2143.0,1261.0,90.2,54.93554,-2.364907931
2.07,0.89,0.95,2.1,0.052066,1.9708757,1.4611053,5.69486745,13.618055,10.003826,11.0302765,1000.0,1050.0,35.0,2143.0,1655.0,90.2,54.93554,-2.727895685
0.88,0.89,1.9,1.65,0.06039663,-0.62,1.4611053,7.83352,13.618055,10.003826,16.6,1000.0,3459.0,48.0,2143.0,5869.0,90.2,54.93554,-2.531276456
0.74,0.89,1.91,2.36,1.1571612,0.816268,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-2.561077332
0.9,0.89,2.66,0.98,3.05905238,0.61804922,1.4611053,10.45126,13.618055,10.003826,19.13126,1000.0,386.85,0.449,2143.0,457.4,90.2,54.93554,-2.23766633
2.07,0.89,1.9,2.1,1.235784,1.9708757,1.4611053,7.72638,13.618055,10.003826,20.29239,1000.0,1357.77,400.0,2143.0,3200.0,90.2,54.93554,-2.174989743
0.67,0.89,0.98,1.9,0.61804922,0.06039663,1.4611053,5.391714996,13.618055,10.003826,75.640097,1000.0,453.69,85.0,2143.0,1615.0,90.2,54.93554,-2.739039385
0.68,0.82,0.98,1.63,0.61804922,0.527662,3.401189824,5.391714996,17.42282,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,85.03,62.70798,-3.095765575
0.78,0.89,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,-3.003632256
0.78,0.89,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,0.052482455
0.87,0.89,2.0,1.38,-0.52,0.53,1.4611053,10.437504,13.618055,10.003826,18.75688,1000.0,234.32,8.3,2143.0,629.88,90.2,54.93554,-2.901804765
1.0,0.89,1.12,1.28,0.572,-0.5,1.4611053,5.5386,13.618055,10.003826,10.956,1000.0,1068.0,11.0,2143.0,3633.0,90.2,54.93554,-3.438681191
0.78,2.33,1.78,1.6,0.383926,0.917407,1.4611053,5.7863557,13.618055,15.032499,18.87041,600.61,429.75,82.0,2022.0,2345.0,90.2,54.93554,-2.105846864
2.07,2.33,1.55,2.1,-0.52,1.9708757,1.4611053,7.434038,13.618055,15.032499,15.63999,600.61,1519.0,7.8,2022.0,2334.0,90.2,54.93554,-1.642431933
0.87,2.33,1.31,1.38,-0.42,0.53,1.4611053,7.646236,13.618055,15.032499,15.035271,600.61,923.0,160.0,2022.0,1363.0,90.2,54.93554,-2.654819315
0.885,2.33,1.6,1.36,0.917407,0.1882,1.4611053,6.75885,13.618055,15.032499,14.32,600.61,2750.0,54.0,2022.0,5017.0,90.2,54.93554,-2.64140588
0.78,2.33,1.36,1.5,0.1882,0.32312,1.4611053,6.56149,13.618055,15.032499,12.79977,600.61,1814.0,16.0,2022.0,3103.0,90.2,54.93554,-2.763055494
0.74,2.33,1.83,2.36,0.15323634,0.816268,1.4611053,7.9024681,13.618055,15.032499,16.19921,600.61,1811.0,80.0,2022.0,3134.0,90.2,54.93554,-1.71207353
1.16,2.33,1.66,2.0,0.6758412,-0.52,1.4611053,6.76651,13.618055,15.032499,16.486305,600.61,2180.0,94.0,2022.0,2944.0,90.2,54.93554,-1.497540238
0.83,0.89,2.16,1.91,0.74733,1.1571612,1.4611053,7.09243,13.618055,10.003826,16.16,1000.0,2896.0,139.0,2143.0,4912.0,90.2,54.93554,-2.4466705
0.9,0.82,1.83,0.98,0.15323634,0.61804922,3.401189824,7.9024681,17.42282,31.625,16.19921,336.53,1811.0,80.0,1032.0,3134.0,85.03,62.70798,-2.976841681
0.73,0.89,1.2,2.16,0.11613,0.74733,1.4611053,5.670385,13.618055,10.003826,11.24,1000.0,1099.0,14.0,2143.0,1800.0,90.2,54.93554,-2.866072358
0.68,0.82,0.98,1.63,0.61804922,0.527662,3.401189824,5.391714996,17.42282,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,85.03,62.70798,-3.119816724
0.74,2.33,1.88,2.36,0.662265,0.816268,1.4611053,7.88101,13.618055,15.032499,17.0844,600.61,1768.0,100.0,2022.0,3200.0,90.2,54.93554,-1.749539262
0.885,2.33,2.05,1.36,1.04740119,0.1882,1.4611053,8.608389,13.618055,15.032499,16.626,600.61,903.78,24.0,2022.0,1860.0,90.2,54.93554,-2.2663384
0.9,0.79,1.66,0.98,0.6758412,0.61804922,3.401189824,6.76651,17.42282,23.15745,16.486305,301.59,2180.0,94.0,944.0,2944.0,85.03,62.70798,-3.118001637
0.67,0.89,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,10.003826,15.035271,1000.0,923.0,160.0,2143.0,1363.0,90.2,54.93554,-2.834099788
1.098,0.89,1.9,1.17,0.06039663,0.162,1.4611053,7.83352,13.618055,10.003826,16.6,1000.0,3459.0,48.0,2143.0,5869.0,90.2,54.93554,-2.977375646
0.74,0.89,1.2,2.36,0.11613,0.816268,1.4611053,5.670385,13.618055,10.003826,11.24,1000.0,1099.0,14.0,2143.0,1800.0,90.2,54.93554,-2.964470418
0.74,2.33,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,15.032499,15.035271,600.61,923.0,160.0,2022.0,1363.0,90.2,54.93554,-2.12459496
0.68,0.89,1.6,1.63,0.917407,0.527662,1.4611053,6.75885,13.618055,10.003826,14.32,1000.0,2750.0,54.0,2143.0,5017.0,90.2,54.93554,-3.116830093
0.9,0.82,1.81,0.98,0.3012011,0.61804922,3.401189824,5.999302,17.42282,31.625,20.51514,336.53,302.91,29.0,1032.0,2477.0,85.03,62.70798,-3.106038852
0.74,0.89,0.95,2.36,0.052066,0.816268,1.4611053,5.69486745,13.618055,10.003826,11.0302765,1000.0,1050.0,35.0,2143.0,1655.0,90.2,54.93554,-2.965567803
0.9,0.82,1.66,0.98,0.6758412,0.61804922,3.401189824,6.76651,17.42282,31.625,16.486305,336.53,2180.0,94.0,1032.0,2944.0,85.03,62.70798,-3.145196189
0.9,0.82,1.88,0.98,0.662265,0.61804922,3.401189824,7.88101,17.42282,31.625,17.0844,336.53,1768.0,100.0,1032.0,3200.0,85.03,62.70798,-2.740617965
0.78,0.89,1.88,1.5,0.662265,0.32312,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,-2.80917119
0.78,0.89,1.88,1.6,0.662265,0.917407,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,-2.7080685
0.74,2.33,1.91,2.36,1.1571612,0.816268,1.4611053,7.639878,13.618055,15.032499,18.168838,600.61,1728.0,91.0,2022.0,3186.0,90.2,54.93554,-1.728941748
1.16,2.33,2.66,0.93,3.05905238,0.54792625,1.4611053,10.45126,13.618055,15.032499,19.13126,600.61,386.85,0.449,2022.0,457.4,90.2,54.93554,-1.378442192
0.78,2.33,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,15.032499,16.19921,600.61,1811.0,80.0,2022.0,3134.0,90.2,54.93554,-2.161032958
0.78,2.33,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,15.032499,16.19921,600.61,1811.0,80.0,2022.0,3134.0,90.2,54.93554,-2.072741077
2.07,2.33,1.31,2.1,-0.42,1.9708757,1.4611053,7.646236,13.618055,15.032499,15.035271,600.61,923.0,160.0,2022.0,1363.0,90.2,54.93554,-1.857700196
0.74,0.95,1.83,2.36,0.15323634,0.816268,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.656968218
0.67,0.95,1.78,1.9,0.383926,0.06039663,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,-2.477722132
0.68,0.95,2.16,1.63,0.74733,0.527662,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,-2.72602282
0.67,0.95,1.55,1.9,-0.52,0.06039663,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.628115952
0.78,0.95,1.36,1.5,0.1882,0.32312,1.4611053,6.56149,13.618055,11.0302765,12.79977,1050.0,1814.0,16.0,1655.0,3103.0,90.2,54.93554,-3.618418542
0.885,0.95,1.6,1.36,0.917407,0.1882,1.4611053,6.75885,13.618055,11.0302765,14.32,1050.0,2750.0,54.0,1655.0,5017.0,90.2,54.93554,-3.497531871
0.73,0.95,1.83,2.16,0.15323634,0.74733,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.527523237
0.86,0.95,2.16,1.33,0.74733,0.433289,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,-3.063549638
0.73,0.95,1.66,2.16,0.6758412,0.74733,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-2.640351338
2.07,0.95,1.55,2.1,-0.52,1.9708757,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.509289583
0.78,0.95,1.3,1.6,0.17807,0.917407,1.4611053,6.82507,13.618055,11.0302765,14.61,1050.0,2506.0,23.0,1655.0,4876.0,90.2,54.93554,-3.43885965
0.74,0.95,1.66,2.36,0.6758412,0.816268,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-2.760137851
0.76,0.95,1.78,2.05,0.383926,1.04740119,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,-2.525170168
0.86,0.95,1.6,1.33,0.917407,0.433289,1.4611053,6.75885,13.618055,11.0302765,14.32,1050.0,2750.0,54.0,1655.0,5017.0,90.2,54.93554,-3.368183616
0.785,0.95,2.02,1.83,0.94236213,0.15323634,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.214919563
0.67,0.95,1.66,1.9,0.6758412,0.06039663,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-2.667703578
0.885,0.95,2.05,1.36,1.04740119,0.1882,1.4611053,8.608389,13.618055,11.0302765,16.626,1050.0,903.78,24.0,1655.0,1860.0,90.2,54.93554,-3.111191022
0.74,0.95,1.88,2.36,0.662265,0.816268,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.602680502
0.67,2.33,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,15.032499,15.035271,600.61,923.0,160.0,2022.0,1363.0,90.2,54.93554,-2.025078269
0.87,0.89,1.22,1.38,0.352,0.53,1.4611053,5.93905,13.618055,10.003826,11.647,1000.0,1680.0,11.0,2143.0,2840.0,90.2,54.93554,-3.653625016
0.88,0.95,2.36,1.65,0.816268,-0.62,1.4611053,7.86403,13.618055,11.0302765,16.37,1050.0,3695.0,170.0,1655.0,5828.0,90.2,54.93554,-2.661266179
0.73,0.95,1.55,2.16,-0.52,0.74733,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.639888025
0.87,0.95,1.91,1.38,1.1571612,0.53,1.4611053,7.639878,13.618055,11.0302765,18.168838,1050.0,1728.0,91.0,1655.0,3186.0,90.2,54.93554,-3.034167596
0.73,0.95,1.88,2.16,0.662265,0.74733,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.439599898
0.76,0.95,1.27,2.2,0.23887,1.0463825,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,-2.900429319
0.74,0.95,1.9,2.36,1.235784,0.816268,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,-2.438678589
