B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,formation_energy
0.78,0.95,1.17,1.5,0.162,0.32312,1.4611053,5.64371,13.618055,11.0302765,11.078,1050.0,1345.0,13.0,1655.0,2076.0,90.2,54.93554,-3.542804983
0.78,1.0,1.66,1.5,0.6758412,0.32312,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,-3.207582135
0.78,1.0,1.66,1.6,0.6758412,0.917407,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,-3.115843763
0.76,1.14,0.93,2.2,0.54792625,1.0463825,1.4611053,5.13907696,13.618055,10.783,47.28636,1297.0,370.87,140.0,3373.0,1156.0,90.2,54.93554,-2.671301692
0.67,0.95,1.88,1.9,0.662265,0.06039663,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.465553147
0.73,1.0,1.83,2.16,0.15323634,0.74733,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.545481302
0.74,0.95,1.0,2.36,0.024551,0.816268,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,-3.025770879
0.67,1.0,1.55,1.9,-0.52,0.06039663,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-2.653415409
0.68,1.0,2.16,1.63,0.74733,0.527662,1.4611053,7.09243,13.618055,11.871719,16.16,1115.0,2896.0,139.0,1757.0,4912.0,90.2,54.93554,-2.721588056
0.74,1.0,1.83,2.36,0.15323634,0.816268,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.669927999
0.67,1.0,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.5520961
0.765,1.0,1.83,2.2,0.15323634,1.5643615,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,-2.239301641
0.885,1.0,1.6,1.36,0.917407,0.1882,1.4611053,6.75885,13.618055,11.871719,14.32,1115.0,2750.0,54.0,1757.0,5017.0,90.2,54.93554,-3.505544331
0.78,1.0,1.36,1.5,0.1882,0.32312,1.4611053,6.56149,13.618055,11.871719,12.79977,1115.0,1814.0,16.0,1757.0,3103.0,90.2,54.93554,-3.625837949
0.78,1.0,1.55,1.6,-0.52,0.917407,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-3.00114092
0.78,1.0,1.55,1.5,-0.52,0.32312,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-3.11048405
0.76,1.0,1.78,2.05,0.383926,1.04740119,1.4611053,5.7863557,13.618055,11.871719,18.87041,1115.0,429.75,82.0,1757.0,2345.0,90.2,54.93554,-2.415555792
0.74,1.0,1.66,2.36,0.6758412,0.816268,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,-2.766867301
1.0,0.89,2.33,1.28,0.3567212,-0.5,1.4611053,7.4166799,13.618055,10.003826,15.032499,1000.0,600.61,35.0,2143.0,2022.0,90.2,54.93554,-2.740002642
0.785,1.0,2.02,1.83,0.94236213,0.15323634,1.4611053,7.285516,13.618055,11.871719,16.703,1115.0,544.4,8.0,1757.0,1837.0,90.2,54.93554,-2.104606019
1.098,0.79,0.98,1.17,0.61804922,0.162,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,-2.478494336
0.76,1.14,1.88,2.2,0.662265,1.0463825,1.4611053,7.88101,13.618055,10.783,17.0844,1297.0,1768.0,100.0,3373.0,3200.0,90.2,54.93554,-2.4861335
0.76,1.2,1.88,2.2,0.662265,1.0463825,1.4611053,7.88101,13.618055,11.24,17.0844,1099.0,1768.0,100.0,1800.0,3200.0,90.2,54.93554,-2.336634067
0.67,0.95,1.22,1.9,0.352,0.06039663,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-2.996756664
0.87,0.95,1.27,1.38,0.23887,0.53,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,-3.636072252
1.001,0.95,2.02,1.27,0.94236213,0.23887,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.894067897
0.9,0.79,1.2,0.98,0.11613,0.61804922,3.61272528,5.670385,12.967633,23.15745,11.24,301.59,1099.0,14.0,944.0,1800.0,239.11,39.8,-1.748628634
0.76,0.95,1.61,2.05,0.432835,1.04740119,1.4611053,5.985769,13.618055,11.0302765,18.82855,1050.0,933.47,235.0,1655.0,2792.0,90.2,54.93554,-2.924883329
0.745,0.95,1.55,1.54,-0.52,0.075545,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-3.006840157
0.76,1.14,1.91,2.2,1.1571612,1.0463825,1.4611053,7.639878,13.618055,10.783,18.168838,1297.0,1728.0,91.0,3373.0,3186.0,90.2,54.93554,-2.576991204
0.76,1.2,1.91,2.2,1.1571612,1.0463825,1.4611053,7.639878,13.618055,11.24,18.168838,1099.0,1728.0,91.0,1800.0,3186.0,90.2,54.93554,-2.321405041
1.17,1.69,2.18,2.02,0.80482,0.94236213,1.4611053,9.78855,13.618055,16.908313,18.5892,594.22,1090.0,50.0,1040.0,887.0,90.2,54.93554,-1.651244111
0.87,0.89,0.95,1.38,0.052066,0.53,1.4611053,5.69486745,13.618055,10.003826,11.0302765,1000.0,1050.0,35.0,2143.0,1655.0,90.2,54.93554,-3.506710992
0.74,1.0,1.55,2.36,-0.52,0.816268,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-2.777544282
0.86,1.0,1.3,1.33,0.17807,0.433289,1.4611053,6.82507,13.618055,11.871719,14.61,1115.0,2506.0,23.0,1757.0,4876.0,90.2,54.93554,-3.50653923
0.76,1.17,1.88,2.2,0.662265,1.0463825,1.4611053,7.88101,13.618055,11.078,17.0844,1345.0,1768.0,100.0,2076.0,3200.0,90.2,54.93554,-2.510716147
1.16,0.79,1.12,0.93,0.572,0.54792625,3.3635883,5.5386,11.81381,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,332.0,34.871,-2.192382063
0.78,1.0,1.78,1.6,0.383926,0.917407,1.4611053,5.7863557,13.618055,11.871719,18.87041,1115.0,429.75,82.0,1757.0,2345.0,90.2,54.93554,-2.994148014
0.78,1.0,1.78,1.5,0.383926,0.32312,1.4611053,5.7863557,13.618055,11.871719,18.87041,1115.0,429.75,82.0,1757.0,2345.0,90.2,54.93554,-3.1093908
0.745,1.0,1.66,1.54,0.6758412,0.075545,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,-3.089886918
0.9,0.79,1.22,0.98,0.352,0.61804922,3.61272528,5.93905,12.967633,23.15745,11.647,301.59,1680.0,11.0,944.0,2840.0,239.11,39.8,-2.489170652
0.76,1.17,1.91,2.2,1.1571612,1.0463825,1.4611053,7.639878,13.618055,11.078,18.168838,1345.0,1728.0,91.0,2076.0,3186.0,90.2,54.93554,-2.605076996
1.02,0.95,2.02,1.25,0.94236213,1.02922,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.883833941
0.87,0.89,2.33,1.38,0.3567212,0.53,1.4611053,7.4166799,13.618055,10.003826,15.032499,1000.0,600.61,35.0,2143.0,2022.0,90.2,54.93554,-3.038415187
0.76,1.14,0.98,2.2,0.61804922,1.0463825,1.4611053,5.391714996,13.618055,10.783,75.640097,1297.0,453.69,85.0,3373.0,1615.0,90.2,54.93554,-2.801892928
0.76,1.2,0.98,2.2,0.61804922,1.0463825,1.4611053,5.391714996,13.618055,11.24,75.640097,1099.0,453.69,85.0,1800.0,1615.0,90.2,54.93554,-2.467849122
1.04,0.79,0.98,1.22,0.61804922,0.30712,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,-2.483674515
0.87,2.33,1.0,1.38,0.024551,0.53,1.4611053,6.11315547,13.618055,15.032499,11.871719,600.61,1115.0,200.0,2022.0,1757.0,90.2,54.93554,-2.77372844
1.16,0.82,1.27,0.93,0.23887,0.54792625,3.61272528,5.425871,12.967633,27.28954,14.13,312.46,1925.0,16.0,961.0,3675.0,239.11,39.8,-2.466082921
0.785,0.95,1.88,1.83,0.662265,0.15323634,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,-2.086186315
1.02,0.82,0.93,1.25,0.54792625,1.02922,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,-2.466067947
1.04,0.79,0.93,1.22,0.54792625,0.30712,3.3635883,5.13907696,11.81381,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,332.0,34.871,-2.210174023
1.16,0.82,1.24,0.93,0.312,0.54792625,3.61272528,6.1077,12.967633,27.28954,11.916,312.46,1802.0,15.0,961.0,3141.0,239.11,39.8,-2.465030774
1.04,0.82,0.93,1.22,0.54792625,0.30712,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,-2.455178408
1.16,0.82,1.78,0.93,0.383926,0.54792625,3.61272528,5.7863557,12.967633,27.28954,18.87041,312.46,429.75,82.0,961.0,2345.0,239.11,39.8,-1.983144685
0.67,2.33,1.91,1.9,1.1571612,0.06039663,1.4611053,7.639878,13.618055,15.032499,18.168838,600.61,1728.0,91.0,2022.0,3186.0,90.2,54.93554,-1.623075631
1.16,0.82,1.22,0.93,0.352,0.54792625,3.61272528,5.93905,12.967633,27.28954,11.647,312.46,1680.0,11.0,961.0,2840.0,239.11,39.8,-2.460921668
0.9,0.79,1.24,0.98,0.312,0.61804922,3.61272528,6.1077,12.967633,23.15745,11.916,301.59,1802.0,15.0,944.0,3141.0,239.11,39.8,-2.491188141
2.07,1.69,1.55,2.1,-0.52,1.9708757,1.4611053,7.434038,13.618055,16.908313,15.63999,594.22,1519.0,7.8,1040.0,2334.0,90.2,54.93554,-1.654100819
0.87,0.95,1.24,1.38,0.312,0.53,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,-3.600060452
1.03,0.95,2.02,1.24,0.94236213,0.312,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.874189516
0.745,0.95,1.83,1.54,0.15323634,0.075545,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,-2.86271416
0.67,0.95,1.91,1.9,1.1571612,0.06039663,1.4611053,7.639878,13.618055,11.0302765,18.168838,1050.0,1728.0,91.0,1655.0,3186.0,90.2,54.93554,-2.33053057
1.16,0.82,1.2,0.93,0.11613,0.54792625,3.61272528,5.670385,12.967633,27.28954,11.24,312.46,1099.0,14.0,961.0,1800.0,239.11,39.8,-2.266150397
0.9,0.82,1.12,0.98,0.572,0.61804922,3.61272528,5.5386,12.967633,27.28954,10.956,312.46,1068.0,11.0,961.0,3633.0,239.11,39.8,-2.424019368
0.67,0.89,1.91,1.9,1.1571612,0.06039663,1.4611053,7.639878,13.618055,10.003826,18.168838,1000.0,1728.0,91.0,2143.0,3186.0,90.2,54.93554,-2.439325174
1.02,0.79,0.98,1.25,0.61804922,1.02922,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,-2.388149898
0.76,1.17,0.98,2.2,0.61804922,1.0463825,1.4611053,5.391714996,13.618055,11.078,75.640097,1345.0,453.69,85.0,2076.0,1615.0,90.2,54.93554,-2.826555635
0.885,0.82,0.93,1.36,0.54792625,0.1882,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,-2.401624926
1.098,0.82,0.93,1.17,0.54792625,0.162,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,-2.445182461
0.73,0.95,1.22,2.16,0.352,0.74733,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-3.090373735
1.04,0.95,2.02,1.22,0.94236213,0.30712,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.742434387
0.87,0.95,1.23,1.38,0.338,0.53,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,-3.58589625
1.041,0.95,2.02,1.23,0.94236213,0.338,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.865204525
1.098,0.82,0.98,1.17,0.61804922,0.162,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.447991301
1.02,0.82,1.93,1.25,1.304473,1.02922,3.61272528,7.576234,12.967633,27.28954,21.4844,312.46,1234.93,430.0,961.0,2435.0,239.11,39.8,-2.182207876
1.16,0.82,1.12,0.93,0.572,0.54792625,3.61272528,5.5386,12.967633,27.28954,10.956,312.46,1068.0,11.0,961.0,3633.0,239.11,39.8,-2.420068513
0.9,0.82,1.2,0.98,0.11613,0.61804922,3.61272528,5.670385,12.967633,27.28954,11.24,312.46,1099.0,14.0,961.0,1800.0,239.11,39.8,-2.274367197
0.76,1.13,0.93,2.2,0.54792625,1.0463825,1.4611053,5.13907696,13.618055,10.631,47.28636,1208.0,370.87,140.0,3563.0,1156.0,90.2,54.93554,-2.708616042
0.745,1.17,1.55,1.54,-0.52,0.075545,1.4611053,7.434038,13.618055,11.078,15.63999,1345.0,1519.0,7.8,2076.0,2334.0,90.2,54.93554,-3.433467721
0.76,0.95,1.55,2.05,-0.52,1.04740119,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.564644076
1.052,0.95,2.02,1.22,0.94236213,0.352,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.760620854
0.9,0.82,1.22,0.98,0.352,0.61804922,3.61272528,5.93905,12.967633,27.28954,11.647,312.46,1680.0,11.0,961.0,2840.0,239.11,39.8,-2.46260672
0.87,0.89,1.17,1.38,0.162,0.53,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,-3.592814209
2.07,0.93,1.96,2.1,1.1120702,1.9708757,1.4611053,7.343918,13.618055,47.28636,14.63307,370.87,505.08,67.0,1156.0,2875.0,90.2,54.93554,-1.858005971
0.9,0.82,1.23,0.98,0.338,0.61804922,3.61272528,6.0215,12.967633,27.28954,11.781,312.46,1734.0,16.0,961.0,2993.0,239.11,39.8,-2.463328644
0.68,0.82,0.93,1.63,0.54792625,0.527662,3.61272528,5.13907696,12.967633,27.28954,47.28636,312.46,370.87,140.0,961.0,1156.0,239.11,39.8,-2.025620037
1.04,0.82,0.98,1.22,0.61804922,0.30712,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.456826464
0.87,0.95,1.69,1.38,-0.72,0.53,1.4611053,8.99382,13.618055,11.0302765,16.908313,1050.0,594.22,97.0,1655.0,1040.0,90.2,54.93554,-3.148224463
0.67,0.95,1.66,1.55,0.6758412,-0.52,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,-2.514708272
0.9,0.82,1.24,0.98,0.312,0.61804922,3.61272528,6.1077,12.967633,27.28954,11.916,312.46,1802.0,15.0,961.0,3141.0,239.11,39.8,-2.466214773
0.9,0.79,1.12,0.98,0.572,0.61804922,3.3635883,5.5386,11.81381,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,332.0,34.871,-2.184812463
0.76,1.0,1.55,2.05,-0.52,1.04740119,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-2.60667487
0.885,0.79,0.93,1.36,0.54792625,0.1882,3.3635883,5.13907696,11.81381,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,332.0,34.871,-2.142848141
1.02,0.82,0.98,1.25,0.61804922,1.02922,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.466924694
0.76,1.0,1.22,2.05,0.352,1.04740119,1.4611053,5.93905,13.618055,11.871719,11.647,1115.0,1680.0,11.0,1757.0,2840.0,90.2,54.93554,-2.931886306
1.16,1.13,2.2,0.93,1.5643615,0.54792625,1.4611053,8.96702,13.618055,10.631,17.0,1208.0,2739.0,150.0,3563.0,4701.0,90.2,54.93554,-2.618445511
1.001,0.82,0.98,1.27,0.61804922,0.23887,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.466386356
0.78,1.2,1.23,1.5,0.338,0.32312,1.4611053,6.0215,13.618055,11.24,11.781,1099.0,1734.0,16.0,1800.0,2993.0,90.2,54.93554,-3.577990311
1.087,0.95,2.02,1.2,0.94236213,0.11613,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.511097655
1.02,0.82,0.98,1.25,0.61804922,1.02922,3.61272528,5.391714996,12.967633,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,239.11,39.8,-2.309004981
0.78,1.0,1.23,1.5,0.338,0.32312,1.4611053,6.0215,13.618055,11.871719,11.781,1115.0,1734.0,16.0,1757.0,2993.0,90.2,54.93554,-3.61302378
0.9,0.82,1.78,0.98,0.383926,0.61804922,3.61272528,5.7863557,12.967633,27.28954,18.87041,312.46,429.75,82.0,961.0,2345.0,239.11,39.8,-1.980382487
1.098,0.95,2.02,1.17,0.94236213,0.162,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,-2.774129504
1.16,1.0,2.66,0.93,3.05905238,0.54792625,1.4611053,10.45126,13.618055,11.871719,19.13126,1115.0,386.85,0.449,1757.0,457.4,90.2,54.93554,-2.225872054
0.76,1.22,1.91,2.2,1.1571612,1.0463825,1.4611053,7.639878,13.618055,11.647,18.168838,1680.0,1728.0,91.0,2840.0,3186.0,90.2,54.93554,-2.648135039
1.04,0.79,0.98,1.22,0.61804922,0.30712,3.3635883,5.391714996,11.81381,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,332.0,34.871,-2.160320477
0.885,0.79,0.98,1.36,0.61804922,0.1882,3.61272528,5.391714996,12.967633,23.15745,75.640097,301.59,453.69,85.0,944.0,1615.0,239.11,39.8,-2.417839263
0.745,0.93,2.1,1.54,1.9708757,0.075545,1.4611053,9.009808,13.618055,47.28636,18.6,370.87,722.66,3.0,1156.0,1261.0,90.2,54.93554,-2.354699836
0.87,0.95,1.0,1.38,0.024551,0.53,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,-3.572599632
0.885,0.82,0.98,1.36,0.61804922,0.1882,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.400860333
0.885,1.62,0.98,1.36,0.61804922,0.1882,3.61272528,5.391714996,12.967633,20.4283,75.640097,577.0,453.69,85.0,1746.0,1615.0,239.11,39.8,-1.99626172
0.885,0.82,0.98,1.36,0.61804922,0.1882,3.61272528,5.391714996,12.967633,31.625,75.640097,336.53,453.69,85.0,1032.0,1615.0,239.11,39.8,-2.23785978
0.67,1.0,2.2,1.55,1.5643615,-0.52,1.4611053,8.96702,13.618055,11.871719,17.0,1115.0,2739.0,150.0,1757.0,4701.0,90.2,54.93554,-2.295439359
0.76,1.0,1.55,2.2,-0.52,1.0463825,1.4611053,7.434038,13.618055,11.871719,15.63999,1115.0,1519.0,7.8,1757.0,2334.0,90.2,54.93554,-2.391616208
0.87,0.93,1.9,1.38,1.38952128,0.53,1.4611053,8.15168,13.618055,47.28636,16.34585,370.87,1687.0,150.0,1156.0,3173.0,90.2,54.93554,-3.061935188
0.76,0.95,1.55,2.2,-0.52,1.0463825,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,-2.356485591
0.745,1.0,1.9,1.54,1.38952128,0.075545,1.4611053,8.15168,13.618055,11.871719,16.34585,1115.0,1687.0,150.0,1757.0,3173.0,90.2,54.93554,-3.395176727
0.67,1.14,1.88,1.55,0.662265,-0.52,1.4611053,7.88101,13.618055,10.783,17.0844,1297.0,1768.0,100.0,3373.0,3200.0,90.2,54.93554,-2.797223124
0.67,1.17,1.88,1.55,0.662265,-0.52,1.4611053,7.88101,13.618055,11.078,17.0844,1345.0,1768.0,100.0,2076.0,3200.0,90.2,54.93554,-2.730390988
0.805,1.2,1.55,2.28,-0.52,1.142892,1.4611053,7.434038,13.618055,11.24,15.63999,1099.0,1519.0,7.8,1800.0,2334.0,90.2,54.93554,-2.412441601
0.805,1.14,1.55,2.28,-0.52,1.142892,1.4611053,7.434038,13.618055,10.783,15.63999,1297.0,1519.0,7.8,3373.0,2334.0,90.2,54.93554,-2.709807079
0.805,1.17,1.55,2.28,-0.52,1.142892,1.4611053,7.434038,13.618055,11.078,15.63999,1345.0,1519.0,7.8,2076.0,2334.0,90.2,54.93554,-2.73992941
0.9,0.79,1.78,0.98,0.383926,0.61804922,3.3635883,5.7863557,11.81381,23.15745,18.87041,301.59,429.75,82.0,944.0,2345.0,332.0,34.871,-1.75406706
0.78,0.93,2.18,1.6,0.80482,0.917407,1.4611053,9.78855,13.618055,47.28636,18.5892,370.87,1090.0,50.0,1156.0,887.0,90.2,54.93554,-2.382656757
0.76,0.89,1.55,2.2,-0.52,1.0463825,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,-2.314552734
0.67,1.22,1.88,1.55,0.662265,-0.52,1.4611053,7.88101,13.618055,11.647,17.0844,1680.0,1768.0,100.0,2840.0,3200.0,90.2,54.93554,-2.425261892
2.07,0.93,2.01,2.1,1.232676413,1.9708757,1.4611053,7.899435,13.618055,47.28636,15.93461,370.87,1211.4,60.0,1156.0,3093.0,90.2,54.93554,-1.942937804
1.84,0.93,2.16,2.55,0.74733,2.020604712,1.4611053,7.09243,13.618055,47.28636,16.16,370.87,2896.0,139.0,1156.0,4912.0,90.2,54.93554,-1.893141287
1.84,0.82,2.16,2.55,0.74733,2.020604712,1.4611053,7.09243,13.618055,31.625,16.16,336.53,2896.0,139.0,1032.0,4912.0,90.2,54.93554,-1.925326056
0.83,1.78,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,18.87041,15.63999,429.75,1519.0,7.8,2345.0,2334.0,90.2,54.93554,-1.7550423
0.885,0.79,0.93,1.36,0.54792625,0.1882,3.05905238,5.13907696,10.45126,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,457.4,29.57,-1.640809635
0.68,0.82,0.98,1.63,0.61804922,0.527662,3.61272528,5.391714996,12.967633,27.28954,75.640097,312.46,453.69,85.0,961.0,1615.0,239.11,39.8,-2.021968124
0.87,0.95,1.22,1.38,0.352,0.53,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,-3.572781282
0.76,1.25,1.91,2.2,1.1571612,1.0463825,1.4611053,7.639878,13.618055,12.065,18.168838,1818.0,1728.0,91.0,2223.0,3186.0,90.2,54.93554,-2.671573923
0.67,1.14,1.81,1.55,0.3012011,-0.52,1.4611053,5.999302,13.618055,10.783,20.51514,1297.0,302.91,29.0,3373.0,2477.0,90.2,54.93554,-2.994031168
0.83,1.17,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,11.078,15.63999,1345.0,1519.0,7.8,2076.0,2334.0,90.2,54.93554,-2.804877641
0.83,1.14,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,10.783,15.63999,1297.0,1519.0,7.8,3373.0,2334.0,90.2,54.93554,-2.780404253
0.83,1.22,1.55,1.91,-0.52,1.1571612,1.4611053,7.434038,13.618055,11.647,15.63999,1680.0,1519.0,7.8,2840.0,2334.0,90.2,54.93554,-2.857340214
0.78,1.0,2.02,1.5,0.94236213,0.32312,1.4611053,7.285516,13.618055,11.871719,16.703,1115.0,544.4,8.0,1757.0,1837.0,90.2,54.93554,-2.938007279
0.52,1.62,1.6,2.19,0.917407,0.7466071,1.4611053,6.75885,13.618055,20.4283,14.32,577.0,2750.0,54.0,1746.0,5017.0,90.2,54.93554,-2.416688919
0.68,1.93,2.18,1.63,0.80482,0.527662,1.4611053,9.78855,13.618055,21.4844,18.5892,1234.93,1090.0,50.0,2435.0,887.0,90.2,54.93554,-1.493676622
1.84,2.0,1.69,2.55,-0.72,2.020604712,1.4611053,8.99382,13.618055,18.75688,16.908313,234.32,594.22,97.0,629.88,1040.0,90.2,54.93554,-1.05079308
0.76,0.82,2.19,2.05,0.7466071,1.04740119,1.4611053,10.486686,13.618055,31.625,19.76949,336.53,317.3,0.236,1032.0,550.0,90.2,54.93554,-2.3952803
0.68,1.93,2.19,1.63,0.7466071,0.527662,1.4611053,10.486686,13.618055,21.4844,19.76949,1234.93,317.3,0.236,2435.0,550.0,90.2,54.93554,-1.873638011
0.68,0.82,2.19,1.63,0.7466071,0.527662,1.4611053,10.486686,13.618055,31.625,19.76949,336.53,317.3,0.236,1032.0,550.0,90.2,54.93554,-2.569254097
2.07,0.98,2.16,2.1,0.74733,1.9708757,1.4611053,7.09243,13.618055,75.640097,16.16,453.69,2896.0,139.0,1615.0,4912.0,90.2,54.93554,-2.012660736
0.74,0.98,2.1,2.36,1.9708757,0.816268,1.4611053,9.009808,13.618055,75.640097,18.6,453.69,722.66,3.0,1615.0,1261.0,90.2,54.93554,-2.085479657
0.87,0.95,1.17,1.38,0.162,0.53,1.4611053,5.64371,13.618055,11.0302765,11.078,1050.0,1345.0,13.0,1655.0,2076.0,90.2,54.93554,-3.496633947
2.07,0.98,1.96,2.1,1.1120702,1.9708757,1.4611053,7.343918,13.618055,75.640097,14.63307,453.69,505.08,67.0,1615.0,2875.0,90.2,54.93554,-2.001377479
0.86,0.98,2.1,1.33,1.9708757,0.433289,1.4611053,9.009808,13.618055,75.640097,18.6,453.69,722.66,3.0,1615.0,1261.0,90.2,54.93554,-2.49408328
