A2BBX6,A,B1,B2,X,A_atomic_mass,A_boiling_point,A_electron_affinity,A_electronegativity,A_first_ionization_energy,A_melting_point,A_second_ionization_energy,A_thermal_conductivity,A_third_ionization_energy,A_van_der_waals_radius,B1_atomic_mass,B1_boiling_point,B1_electron_affinity,B1_electronegativity,B1_first_ionization_energy,B1_ionic_radius,B1_melting_point,B1_second_ionization_energy,B1_thermal_conductivity,B1_third_ionization_energy,B1_van_der_waals_radius,B2_atomic_mass,B2_electron_affinity,B2_electronegativity,B2_first_ionization_energy,B2_ionic_radius,B2_melting_point,B2_thermal_conductivity,B2_third_ionization_energy,B2_van_der_waals_radius,X_atomic_number,X_electron_affinity,X_electronegativity,X_thermal_conductivity,X_third_ionization_energy,tolerance_factor,band_gap
Ba2DyWO6,Ba,Dy,W,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.6562037298731539,0.44027644319609727,0.2836689974643855,0.21739130434782605,0.2792464904712262,0.38674698795180734,0.41774448952229043,0.01562858195061531,0.025046304483390885,0.027558864140114575,0.52,0.7462235139775331,0.3545731383181534,0.5697211155378485,0.3213775324272452,0.2485875706214689,0.9719641140660046,0.3953363220773639,0.05064396863973919,0.6804123711340209,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5803227277826982,0.0
Ba2BiTaO6,Ba,Bi,Ta,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.8522747501676797,0.2549338458126986,0.4398886183207654,0.6521739130434782,0.4926474959521332,0.4578313253012048,0.08960088768681299,0.09340231260249623,0.018065729097830437,0.04745770461836818,0.3599999999999999,0.7340235131338612,0.24075378257077032,0.22709163346613542,0.2842906336858493,0.27118644067796616,0.8638256968920219,0.13254018513406438,0.029117665408577992,0.7216494845360826,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5202831824305477,2.6759
Ba2BiDyO6,Ba,Bi,Dy,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.8522747501676797,0.2549338458126986,0.4398886183207654,0.6521739130434782,0.4926474959521332,0.4578313253012048,0.08960088768681299,0.09340231260249623,0.018065729097830437,0.04745770461836818,0.3599999999999999,0.6562037298731539,0.24741933326545917,0.11553784860557764,0.09434781364288092,0.42485875706214693,0.43394211257075727,0.02556122673236725,0.027558864140114575,0.8144329896907219,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5202831824305477,1.735
Ba2CdUO6,Ba,Cd,U,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.4449103387764227,0.10765762436248061,0.0,0.4728260869565216,0.7633961010168397,0.4096385542168675,0.10399690234289216,0.09656053213598706,0.22515613220279035,0.13576936362420702,0.43333333333333335,0.9748117979068502,0.28850202106513434,0.1792828685258963,0.12442219274812516,0.3220338983050848,0.3605948947986756,0.06277129921991409,0.0046222169041531536,0.9175257731958766,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5603953229903419,1.8464
Ba2SbScO6,Ba,Sb,Sc,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.4843477784011575,0.25918397516446157,0.46768369746703536,0.6684782608695649,0.7023092537117379,0.21084337349397592,0.19344753054313024,0.09221786298616022,0.05529546448748616,0.04562240169633208,0.3533333333333333,0.16036055159264148,0.20961402842508398,0.1713147410358566,0.16775760395765815,0.3305084745762712,0.4697212431912849,0.03718937438472564,0.04141615462209999,0.6494845360824741,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.7556121342027678,0.0
Ba2CoWO6,Ba,Co,W,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.21932175112524727,0.5068002069628206,0.36577026751875824,0.5760869565217389,0.5870271671490643,0.20481927710843378,0.44317301801958,0.09926918381899688,0.2321367075883508,0.10631544251343197,0.31333333333333324,0.7462235139775331,0.3545731383181534,0.5697211155378485,0.3213775324272452,0.2485875706214689,0.9719641140660046,0.3953363220773639,0.05064396863973919,0.6804123711340209,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.7624138415550185,0.0
Ba2WZnO6,Ba,W,Zn,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.7462235139775331,0.992423682459901,0.4065220180938588,0.8369565217391303,0.5843360118781062,0.1987951807228916,1.0,0.08827995257340679,0.3950167999180946,0.05064396863973919,0.43333333333333335,0.24663902235308507,0.023080161685210737,0.2868525896414342,0.5018435028285555,0.3276836158192091,0.17031934209121008,0.2790548455537801,0.15251014696118562,0.5051546391752577,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.7692757401148814,3.3679
K2NaYF6,K,Na,Y,F,0.159163509691674,0.1509552145317883,0.6033467129470237,0.01948051948051943,0.06776473422444362,0.06045496486620766,0.3294089330577601,0.2321367075883508,0.25780943253059774,0.5999999999999999,0.06769947262073997,0.12909305935398033,0.3355143360039905,0.05978260869565222,0.152458995581925,0.45180722891566266,0.03945756325346464,0.5638497024501048,0.32521104606249013,0.3892749870554545,0.4933333333333332,0.34575717437431186,0.23706095670113658,0.11553784860557764,0.1271595509404102,0.4180790960451978,0.4657161166292855,0.039515003915197314,0.009999413222665371,0.8247422680412368,0.022222222222222227,0.9016854937366774,1.0,0.04271756418995683,1.0,0.5412447307863143,6.2393
Ba2CoMoO6,Ba,Co,Mo,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.21932175112524727,0.5068002069628206,0.36577026751875824,0.5760869565217389,0.5870271671490643,0.20481927710843378,0.44317301801958,0.09926918381899688,0.2321367075883508,0.10631544251343197,0.31333333333333324,0.37542974533765855,0.33866213645560284,0.49003984063745026,0.23037599941702414,0.24293785310734461,0.758624372530172,0.32324180663274193,0.05903180403670888,0.670103092783505,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.7624138415550185,1.274
Ba2MoZnO6,Ba,Mo,Zn,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.37542974533765855,0.823157661320127,0.3882798787774411,0.7282608695652174,0.4620453518621328,0.1927710843373494,0.7691205196666552,0.08504963543794494,0.32288418760063664,0.05903180403670888,0.4266666666666665,0.24663902235308507,0.023080161685210737,0.2868525896414342,0.5018435028285555,0.3276836158192091,0.17031934209121008,0.2790548455537801,0.15251014696118562,0.5051546391752577,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.7761986337108603,2.3852
Ba2BiEuO6,Ba,Bi,Eu,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.8522747501676797,0.2549338458126986,0.4398886183207654,0.6521739130434782,0.4926474959521332,0.4578313253012048,0.08960088768681299,0.09340231260249623,0.018065729097830437,0.04745770461836818,0.3599999999999999,0.611759097946081,0.19298015589855258,0.10756972111553781,0.06266180163382051,0.44463276836158194,0.27881021040264875,0.032538115323782285,0.04203344734727468,0.8556701030927836,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5202831824305477,0.0
Ba2ReScO6,Ba,Re,Sc,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.7562083700682108,0.9999999999999999,0.20650590453048973,0.5869565217391303,0.5795004908347066,0.15662650602409645,0.9318053099390872,0.09181791895986499,0.11114006757196973,0.05806683182289821,0.41999999999999993,0.16036055159264148,0.20961402842508398,0.1713147410358566,0.16775760395765815,0.3305084745762712,0.4697212431912849,0.03718937438472564,0.04141615462209999,0.6494845360824741,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.819063675187245,0.0
Ba2MgWO6,Ba,Mg,W,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.07324758815316018,0.16734422351984626,0.07938498063368997,0.2663043478260869,0.5498179040404716,0.2710843373493976,0.1990013523353792,0.06774853371675044,0.37174821529955976,0.4525445036834289,0.1333333333333333,0.7462235139775331,0.3545731383181534,0.5697211155378485,0.3213775324272452,0.2485875706214689,0.9719641140660046,0.3953363220773639,0.05064396863973919,0.6804123711340209,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.690738709909866,3.2231
Ba2BiSmO6,Ba,Bi,Sm,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.8522747501676797,0.2549338458126986,0.4398886183207654,0.6521739130434782,0.4926474959521332,0.4578313253012048,0.08960088768681299,0.09340231260249623,0.018065729097830437,0.04745770461836818,0.3599999999999999,0.6049928498812532,0.20356702606355875,0.09561752988047806,0.059515785701928725,0.45084745762711875,0.3444942860194382,0.030212485793310602,0.03245795384099953,0.865979381443299,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5202831824305477,2.4961
Ba2IrScO6,Ba,Ir,Sc,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.7815607085156017,0.7841673442235197,0.6044799781261566,0.7499999999999999,0.7591485767964821,0.21385542168674704,0.7237537131430818,0.09797090397979222,0.34847963068102494,0.06548969500605725,0.3999999999999999,0.16036055159264148,0.20961402842508398,0.1713147410358566,0.16775760395765815,0.3305084745762712,0.4697212431912849,0.03718937438472564,0.04141615462209999,0.6494845360824741,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.752233604961264,0.0
Ba2EuReO6,Ba,Eu,Re,O,0.6453493724491361,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.611759097946081,0.24809668120334097,0.22125387952415732,0.2065217391304347,0.23666585261068762,0.40783132530120486,0.2498584093299583,0.009367919692839288,0.03202687986895133,0.04203344734727468,0.5466666666666666,0.7562083700682108,0.18011680398993585,0.3864541832669322,0.31777922142135895,0.2090395480225989,0.9089501228238813,0.1116095193598193,0.05806683182289821,0.65979381443299,0.0,0.0,0.6142857142857143,0.040172688025448766,0.7654522092173394,0.5619474165925257,0.0
