A2BBX6,A,B1,B2,X,A_atomic_number,A_boiling_point,A_electron_affinity,A_electronegativity,A_first_ionization_energy,A_melting_point,A_second_ionization_energy,A_thermal_conductivity,A_third_ionization_energy,A_van_der_waals_radius,B1_atomic_number,B1_boiling_point,B1_electron_affinity,B1_electronegativity,B1_first_ionization_energy,B1_melting_point,B1_second_ionization_energy,B1_thermal_conductivity,B1_third_ionization_energy,B1_van_der_waals_radius,B2_atomic_mass,B2_boiling_point,B2_electron_affinity,B2_electronegativity,B2_first_ionization_energy,B2_ionic_radius,B2_thermal_conductivity,B2_third_ionization_energy,B2_van_der_waals_radius,X_atomic_mass,X_electron_affinity,X_electronegativity,X_second_ionization_energy,X_thermal_conductivity,X_third_ionization_energy,octahedral_factor,tolerance_factor,formation_energy
Rb2InNaCl6,Rb,In,Na,Cl,0.42500000000000004,0.12871907297212656,0.5956691988482928,0.01948051948051943,0.04295947404161271,0.046218089762699005,0.2633561251522043,0.13440865219050455,0.19432873258491148,0.7647058823529409,0.5054945054945056,0.34880626801685266,0.2921171471034228,0.5217391304347825,0.25504601518911485,0.05647156050256019,0.12674241575759773,0.19025325527498813,0.06581741441559372,0.2666666666666666,0.06769947262073997,0.18443275420502525,0.2926394285492294,0.0,0.0,0.48587570621468923,0.3255674361632136,0.3892749870554545,0.7731958762886597,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.2448537005173282,0.6941912972276517,-1.983144685
Pb2NiReO6,Pb,Ni,Re,O,0.9875000000000002,0.4610084559974945,0.531852585833449,1.0,0.5343381740518687,0.21665247119502212,0.07661423970901698,0.08089090756787445,0.12355115561186616,0.17058823529411749,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.7562083700682108,1.0,0.18011680398993585,0.3864541832669322,0.31777922142135895,0.2090395480225989,0.1116095193598193,0.05806683182289821,0.65979381443299,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.6299933022395819,-1.623075631
Rb2DyNaCl6,Rb,Dy,Na,Cl,0.42500000000000004,0.12871907297212656,0.5956691988482928,0.01948051948051943,0.04295947404161271,0.046218089762699005,0.2633561251522043,0.13440865219050455,0.19432873258491148,0.7647058823529409,0.6923076923076924,0.44027644319609727,0.2836689974643855,0.21739130434782605,0.2792464904712262,0.41774448952229043,0.01562858195061531,0.025046304483390885,0.027558864140114575,0.52,0.06769947262073997,0.18443275420502525,0.2926394285492294,0.0,0.0,0.48587570621468923,0.3255674361632136,0.3892749870554545,0.7731958762886597,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.30345611016435514,0.6349309594096592,-2.460921668
Cs2ErLiCl6,Cs,Er,Li,Cl,0.65,0.12339492640150332,0.5886125673199889,0.0,0.0,0.03978872406369033,0.20040175652270073,0.08321776602972794,0.1357290779012897,1.0,0.7142857142857143,0.49589770123438537,0.2730843333798935,0.2282608695652173,0.30597578001463466,0.4529976767571692,0.019766464376516413,0.034353738330804816,0.02614852013531435,0.5066666666666666,0.0,0.26386100920606353,0.30882392340370124,0.019920318725099584,0.0297958120434052,0.3389830508474576,0.19765781198727134,0.7666114796583301,0.30927835051546393,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.2919449230783535,0.7092987825701408,-2.491188141
Cd2MnTeO6,Cd,Mn,Te,O,0.5625000000000001,0.15346069527090514,0.0,0.5844155844155844,0.7735604800733511,0.21287292686966192,0.10519316370060086,0.22515613220279035,0.1771032227233512,0.2647058823529411,0.2417582417582418,0.34677359745731395,0.05292332042245998,0.3967391304347826,0.5161867046184012,0.37122184079429477,0.07705060108741393,0.01760035740545974,0.10756248352820266,0.34666666666666646,0.508982995794296,0.20260261646016473,0.6210584623080464,0.46613545816733076,0.45650914788782715,1.0,0.006956190488593833,0.06430203689675182,0.5567010309278353,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.15662650643228337,0.6054505126562656,-1.654100819
Sr2ErUO6,Sr,Er,U,O,0.4375,0.34606952709051053,0.3813664099249533,0.10389610389610382,0.27317181043870653,0.4824567629592826,0.015638464592237417,0.08089090756787445,0.2295401341458221,0.44705882352941173,0.7142857142857143,0.49589770123438537,0.2730843333798935,0.2282608695652173,0.30597578001463466,0.4529976767571692,0.019766464376516413,0.034353738330804816,0.02614852013531435,0.5066666666666666,0.9748117979068502,0.7111857132968782,0.28850202106513434,0.1792828685258963,0.12442219274812516,0.3220338983050848,0.06277129921991409,0.0046222169041531536,0.9175257731958766,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.3734939761021919,0.5141622979731496,-3.600060452
Sr2BiErO6,Sr,Bi,Er,O,0.4375,0.34606952709051053,0.3813664099249533,0.10389610389610382,0.27317181043870653,0.4824567629592826,0.015638464592237417,0.08089090756787445,0.2295401341458221,0.44705882352941173,0.8791208791208792,0.2549338458126986,0.4398886183207654,0.6521739130434782,0.4926474959521332,0.08960088768681299,0.09340231260249623,0.018065729097830437,0.04745770461836818,0.3599999999999999,0.6762789010330761,0.5279296739807572,0.23818726859137487,0.12350597609561753,0.11423818241189843,0.41242937853107353,0.03486374485425396,0.02614852013531435,0.7938144329896906,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.45783132536739723,0.44637223322828656,-2.874189516
Sr2FeTiO6,Sr,Fe,Ti,O,0.4375,0.34606952709051053,0.3813664099249533,0.10389610389610382,0.27317181043870653,0.4824567629592826,0.015638464592237417,0.08089090756787445,0.2295401341458221,0.44705882352941173,0.2527472527472528,0.494604183605588,0.23107283313178106,0.5489130434782608,0.5904280551890966,0.4555983217171192,0.08565278179452332,0.18559953835128115,0.08516770530461187,0.33999999999999986,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.22590361420133548,0.6526099037126419,-2.86271416
Sr2NiReO6,Sr,Ni,Re,O,0.4375,0.34606952709051053,0.3813664099249533,0.10389610389610382,0.27317181043870653,0.4824567629592826,0.015638464592237417,0.08089090756787445,0.2295401341458221,0.44705882352941173,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.7562083700682108,1.0,0.18011680398993585,0.3864541832669322,0.31777922142135895,0.2090395480225989,0.1116095193598193,0.05806683182289821,0.65979381443299,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.6250165684188381,-2.33053057
Rb2EuNaCl6,Rb,Eu,Na,Cl,0.42500000000000004,0.12871907297212656,0.5956691988482928,0.01948051948051943,0.04295947404161271,0.046218089762699005,0.2633561251522043,0.13440865219050455,0.19432873258491148,0.7647058823529409,0.6593406593406594,0.24809668120334097,0.22125387952415732,0.2065217391304347,0.23666585261068762,0.2498584093299583,0.009367919692839288,0.03202687986895133,0.04203344734727468,0.5466666666666666,0.06769947262073997,0.18443275420502525,0.2926394285492294,0.0,0.0,0.48587570621468923,0.3255674361632136,0.3892749870554545,0.7731958762886597,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.321769363179051,0.6173716631600586,-2.266150397
Rb2CeLiCl6,Rb,Ce,Li,Cl,0.42500000000000004,0.12871907297212656,0.5956691988482928,0.01948051948051943,0.04295947404161271,0.046218089762699005,0.2633561251522043,0.13440865219050455,0.19432873258491148,0.7647058823529409,0.6043956043956045,0.5868135117155739,0.3418846499290915,0.16304347826086962,0.2157792862159169,0.24090063224568586,0.004999300328690892,0.025046304483390885,0.007572062733140539,0.5933333333333333,0.0,0.26386100920606353,0.30882392340370124,0.019920318725099584,0.0297958120434052,0.3389830508474576,0.19765781198727134,0.7666114796583301,0.30927835051546393,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.28148020654672,0.6565899679255393,-2.424019368
Ba2NiReO6,Ba,Ni,Re,O,0.6625000000000001,0.49890385217663635,0.4270869505298416,0.06493506493506496,0.1998790826378265,0.45288286369981307,0.0,0.04133431371636526,0.16137659365244264,0.5588235294117647,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.7562083700682108,1.0,0.18011680398993585,0.3864541832669322,0.31777922142135895,0.2090395480225989,0.1116095193598193,0.05806683182289821,0.65979381443299,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.7096210169079916,-2.439325174
Cs2LiTmCl6,Cs,Li,Tm,Cl,0.65,0.12339492640150332,0.5886125673199889,0.0,0.0,0.03978872406369033,0.20040175652270073,0.08321776602972794,0.1357290779012897,1.0,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.6833455384524528,0.3690731639786807,0.40372280423004336,0.12749003984063745,0.12327346940504635,0.4067796610169492,0.039515003915197314,0.03327446879114704,0.7731958762886597,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.223924268369724,0.782769591009593,-2.388149898
Sm2LiRuO6,Sm,Li,Ru,O,0.7375,0.477920450986533,0.43566893705176607,0.24675324675324672,0.26541219342105615,0.656942768590153,0.016365554953601785,0.02970002140709785,0.04233950925893473,0.37058823529411744,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.39706992773950783,0.7497750398006506,0.4076839369792677,0.5059760956175299,0.26199183787483904,0.25988700564971756,0.2790548455537801,0.06897844070214199,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.47684567778031306,-2.826555635
Rb2NaScCl6,Rb,Na,Sc,Cl,0.42500000000000004,0.12871907297212656,0.5956691988482928,0.01948051948051943,0.04295947404161271,0.046218089762699005,0.2633561251522043,0.13440865219050455,0.19432873258491148,0.7647058823529409,0.08791208791208793,0.12909305935398033,0.3355143360039905,0.05978260869565222,0.152458995581925,0.03945756325346464,0.5638497024501048,0.32521104606249013,0.3892749870554545,0.4933333333333332,0.16036055159264148,0.5213539143074687,0.20961402842508398,0.1713147410358566,0.16775760395765815,0.3305084745762712,0.03718937438472564,0.04141615462209999,0.6494845360824741,0.1754076707223574,1.0,0.41428571428571415,0.2928343337590198,0.0,0.30870922126212885,0.35996557687132025,0.5821072187906419,-2.401624926
