A_atomic_number,A_boiling_point,A_electron_affinity,A_electronegativity,A_first_ionization_energy,A_melting_point,A_second_ionization_energy,A_thermal_conductivity,A_third_ionization_energy,A_van_der_waals_radius,B1_atomic_number,B1_boiling_point,B1_electron_affinity,B1_electronegativity,B1_first_ionization_energy,B1_melting_point,B1_second_ionization_energy,B1_thermal_conductivity,B1_third_ionization_energy,B1_van_der_waals_radius,B2_atomic_mass,B2_boiling_point,B2_electron_affinity,B2_electronegativity,B2_first_ionization_energy,B2_ionic_radius,B2_thermal_conductivity,B2_third_ionization_energy,B2_van_der_waals_radius,X_atomic_mass,X_electron_affinity,X_electronegativity,X_second_ionization_energy,X_thermal_conductivity,X_third_ionization_energy,octahedral_factor,tolerance_factor,formation_energy
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.4048127259458616,0.6710389700283795,0.42995848562085615,0.5378486055776892,0.2735970100472156,0.28531073446327687,0.3488237314679304,0.08820365634652391,0.597938144329897,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.5513609323505589,-2.569600816
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.5513609323505589,-3.220585302
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.18560991145664157,0.6212016335571399,0.2879624068849341,0.27888446215139434,0.18954053571295726,0.21468926553672318,0.0720738173418008,0.07522181092549707,0.5670103092783503,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.5126082295330373,-3.143109127
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.39706992773950783,0.7497750398006506,0.4076839369792677,0.5059760956175299,0.26199183787483904,0.25988700564971756,0.2790548455537801,0.06897844070214199,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.5513609323505589,-2.630781562
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.8131868131868133,0.7841673442235197,0.6044799781261566,0.7499999999999999,0.7591485767964821,0.7237537131430818,0.09797090397979222,0.34847963068102494,0.06548969500605725,0.3999999999999999,0.21831020969463294,0.5357167578043884,0.43325184005204226,0.3904382470119521,0.29494132762254455,0.2994350282485876,0.2116115891701014,0.11883781270342123,0.463917525773196,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.21385542210320801,0.589471592863602,-2.561475238
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.2417582417582418,0.34677359745731395,0.05292332042245998,0.3967391304347826,0.5161867046184012,0.37122184079429477,0.07705060108741393,0.01760035740545974,0.10756248352820266,0.34666666666666646,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.15662650643228337,0.6492412106195135,-3.46317645
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.28571428571428575,0.5068002069628206,0.5175329165456024,0.5869565217391303,0.5625199033358581,0.32463273113954483,0.14861596985418826,0.9301942461443955,0.13111522840836634,0.2866666666666666,0.4048127259458616,0.6710389700283795,0.42995848562085615,0.5378486055776892,0.2735970100472156,0.28531073446327687,0.3488237314679304,0.08820365634652391,0.597938144329897,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2771084338231964,0.5289385679309274,-2.491333339
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.09890109890109891,0.16734422351984626,0.07938498063368997,0.2663043478260869,0.5498179040404716,0.1990013523353792,0.06774853371675044,0.37174821529955976,0.4525445036834289,0.1333333333333333,0.4048127259458616,0.6710389700283795,0.42995848562085615,0.5378486055776892,0.2735970100472156,0.28531073446327687,0.3488237314679304,0.08820365634652391,0.597938144329897,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.27108433777413266,0.5344734994505361,-2.940587246
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.39706992773950783,0.7497750398006506,0.4076839369792677,0.5059760956175299,0.26199183787483904,0.25988700564971756,0.2790548455537801,0.06897844070214199,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.5126082295330373,-2.859754614
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.09890109890109891,0.16734422351984626,0.07938498063368997,0.2663043478260869,0.5498179040404716,0.1990013523353792,0.06774853371675044,0.37174821529955976,0.4525445036834289,0.1333333333333333,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.27108433777413266,0.5344734994505361,-3.668685225
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.8131868131868133,0.7841673442235197,0.6044799781261566,0.7499999999999999,0.7591485767964821,0.7237537131430818,0.09797090397979222,0.34847963068102494,0.06548969500605725,0.3999999999999999,0.0,0.26386100920606353,0.30882392340370124,0.019920318725099584,0.0297958120434052,0.3389830508474576,0.19765781198727134,0.7666114796583301,0.30927835051546393,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.21385542210320801,0.589471592863602,-2.772352093
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.28571428571428575,0.5068002069628206,0.5175329165456024,0.5869565217391303,0.5625199033358581,0.32463273113954483,0.14861596985418826,0.9301942461443955,0.13111522840836634,0.2866666666666666,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2771084338231964,0.5289385679309274,-3.190426025
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.28571428571428575,0.5068002069628206,0.5175329165456024,0.5869565217391303,0.5625199033358581,0.32463273113954483,0.14861596985418826,0.9301942461443955,0.13111522840836634,0.2866666666666666,0.7815607085156017,0.7978819131999723,0.5272343276747055,0.5059760956175299,0.45146278501270887,0.2627118644067797,0.3488237314679304,0.06548969500605725,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2771084338231964,0.5289385679309274,-2.485675107
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.46153846153846156,0.6487175696651637,0.49295215114218666,0.7934782608695649,0.5201270757813317,0.5786955164880891,0.11458396353359587,0.34847963068102494,0.08820365634652391,0.3799999999999999,0.24663902235308507,0.18858586557762855,0.023080161685210737,0.2868525896414342,0.5018435028285555,0.3276836158192091,0.2790548455537801,0.15251014696118562,0.5051546391752577,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.23795180721512554,0.5657666985650406,-2.660410896
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.7562083700682108,1.0,0.18011680398993585,0.3864541832669322,0.31777922142135895,0.2090395480225989,0.1116095193598193,0.05806683182289821,0.65979381443299,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.5126082295330373,-3.015170857
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.20879120879120883,0.5733239707295439,0.21051441472742963,0.3913043478260869,0.42015493668740245,0.49316319336084247,0.04529366097793974,0.05064174756377919,0.06171672787868937,0.3866666666666665,0.24663902235308507,0.18858586557762855,0.023080161685210737,0.2868525896414342,0.5018435028285555,0.3276836158192091,0.2790548455537801,0.15251014696118562,0.5051546391752577,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2018072290894179,0.601638011953019,-3.379078494
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.8131868131868133,0.7841673442235197,0.6044799781261566,0.7499999999999999,0.7591485767964821,0.7237537131430818,0.09797090397979222,0.34847963068102494,0.06548969500605725,0.3999999999999999,0.07324758815316018,0.22025333979372877,0.06924048505563223,0.151394422310757,0.29569118214156853,0.3163841807909605,0.3720800267726471,0.4525445036834289,0.21649484536082486,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.21385542210320801,0.589471592863602,-2.937319067
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.26373626373626374,0.5068002069628206,0.36577026751875824,0.5760869565217389,0.5870271671490643,0.44317301801958,0.09926918381899688,0.2321367075883508,0.10631544251343197,0.31333333333333324,0.17264056627253127,0.6004360766941234,0.18361307227860982,0.2430278884462152,0.19920361062758463,0.2514124293785311,0.0511431515675557,0.06171672787868937,0.6082474226804124,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2048192775717811,0.598576308573633,-3.3215293
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.4843477784011575,0.30625735446805563,0.40791905227833875,0.44621513944223107,0.4091662961778353,0.25988700564971756,0.055794410628499054,0.04562240169633208,0.5567010309278353,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.5126082295330373,-3.056886859
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.2527472527472528,0.494604183605588,0.23107283313178106,0.5489130434782608,0.5904280551890966,0.4555983217171192,0.08565278179452332,0.18559953835128115,0.08516770530461187,0.33999999999999986,0.18560991145664157,0.6212016335571399,0.2879624068849341,0.27888446215139434,0.18954053571295726,0.21468926553672318,0.0720738173418008,0.07522181092549707,0.5670103092783503,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.22590361420133548,0.5775163044579318,-3.061223278
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.8131868131868133,0.7841673442235197,0.6044799781261566,0.7499999999999999,0.7591485767964821,0.7237537131430818,0.09797090397979222,0.34847963068102494,0.06548969500605725,0.3999999999999999,0.24663902235308507,0.18858586557762855,0.023080161685210737,0.2868525896414342,0.5018435028285555,0.3276836158192091,0.2790548455537801,0.15251014696118562,0.5051546391752577,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.21385542210320801,0.589471592863602,-2.651189731
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.26373626373626374,0.5068002069628206,0.36577026751875824,0.5760869565217389,0.5870271671490643,0.44317301801958,0.09926918381899688,0.2321367075883508,0.10631544251343197,0.31333333333333324,0.39706992773950783,0.7497750398006506,0.4076839369792677,0.5059760956175299,0.26199183787483904,0.25988700564971756,0.2790548455537801,0.06897844070214199,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2048192775717811,0.598576308573633,-2.645061325
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.26373626373626374,0.5068002069628206,0.36577026751875824,0.5760869565217389,0.5870271671490643,0.44317301801958,0.09926918381899688,0.2321367075883508,0.10631544251343197,0.31333333333333324,0.7815607085156017,0.7978819131999723,0.5272343276747055,0.5059760956175299,0.45146278501270887,0.2627118644067797,0.3488237314679304,0.06548969500605725,0.6288659793814433,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2048192775717811,0.598576308573633,-2.528091591
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.0,0.21391085815655256,0.35407003805541326,0.08695652173913038,0.19249952457049335,0.06338927609602737,1.0,0.19723383066054856,0.7666114796583301,0.19333333333333336,0.37542974533765855,0.834394684017443,0.33866213645560284,0.49003984063745026,0.23037599941702414,0.24293785310734461,0.32324180663274193,0.05903180403670888,0.670103092783505,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.29518072288605024,0.5126082295330373,-3.062802876
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.09890109890109891,0.16734422351984626,0.07938498063368997,0.2663043478260869,0.5498179040404716,0.1990013523353792,0.06774853371675044,0.37174821529955976,0.4525445036834289,0.1333333333333333,0.4714817830160424,0.4818993562677372,0.4228447643465639,0.4103585657370518,0.2600361776618071,0.2994350282485876,0.15579648043878117,0.0840913901430538,0.670103092783505,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.27108433777413266,0.5344734994505361,-3.219780614
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.27472527472527475,0.5042131717052257,0.49672801836104746,0.5923913043478258,0.5488102264661048,0.43161459597535745,0.11595051074159665,0.21119498143166945,0.11883781270342123,0.2933333333333332,0.35553596362087075,0.794594033363328,0.26618096589775014,0.15936254980079684,0.17632420239173074,0.3163841807909605,0.05346878109802738,0.029637265831399112,0.731958762886598,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2530120487112788,0.5513609323505589,-3.141860725
0.675,1.0,0.631051241483586,0.2012987012987013,0.2552783807906531,0.5670381148413655,0.0179951417410657,0.02970002140709785,0.0,0.4117647058823528,0.28571428571428575,0.5068002069628206,0.5175329165456024,0.5869565217391303,0.5625199033358581,0.32463273113954483,0.14861596985418826,0.9301942461443955,0.13111522840836634,0.2866666666666666,0.4714817830160424,0.4818993562677372,0.4228447643465639,0.4103585657370518,0.2600361776618071,0.2994350282485876,0.15579648043878117,0.0840913901430538,0.670103092783505,0.0,0.0,0.6142857142857143,1.0000000000000002,0.040172688025448766,0.7654522092173394,0.2771084338231964,0.5289385679309274,-2.770987425
