B2_ionic_radius,A_electronegativity,B1_electronegativity,B2_electronegativity,B1_electron_affinity,B2_electron_affinity,X_electron_affinity,B1_first_ionization_energy,X_first_ionization_energy,A_second_ionization_energy,B1_second_ionization_energy,A_melting_point,B1_melting_point,B1_thermal_conductivity,A_boiling_point,B1_boiling_point,X_boiling_point,X_third_ionization_energy,band_gap
0.73,0.95,1.55,2.16,-0.52,0.74733,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,0.9344
0.87,0.95,1.91,1.38,1.1571612,0.53,1.4611053,7.639878,13.618055,11.0302765,18.168838,1050.0,1728.0,91.0,1655.0,3186.0,90.2,54.93554,1.5458
0.73,0.95,1.88,2.16,0.662265,0.74733,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,0.4209
0.76,0.95,1.27,2.2,0.23887,1.0463825,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,0.1147
0.74,0.95,1.9,2.36,1.235784,0.816268,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,0.0
0.88,0.95,2.16,1.65,0.74733,-0.62,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,2.3108
0.74,0.95,1.55,2.36,-0.52,0.816268,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,1.8986
1.001,0.95,2.2,1.27,1.5643615,0.23887,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,0.0
0.86,0.95,1.54,1.33,0.075545,0.433289,1.4611053,6.82812,13.618055,11.0302765,13.5755,1050.0,1941.0,22.0,1655.0,3560.0,90.2,54.93554,1.8689
0.885,0.95,1.9,1.36,0.06039663,0.1882,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,0.0
0.74,0.95,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,3.4286
0.73,0.95,1.9,2.16,1.235784,0.74733,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,0.0
0.78,0.95,1.78,1.6,0.383926,0.917407,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,3.4305
0.78,0.95,1.78,1.5,0.383926,0.32312,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,3.9813
0.745,0.95,1.3,1.54,0.17807,0.075545,1.4611053,6.82507,13.618055,11.0302765,14.61,1050.0,2506.0,23.0,1655.0,4876.0,90.2,54.93554,2.4253
0.885,0.95,2.2,1.36,1.5643615,0.1882,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,0.0
0.78,0.89,1.66,1.5,0.6758412,0.32312,1.4611053,6.76651,13.618055,10.003826,16.486305,1000.0,2180.0,94.0,2143.0,2944.0,90.2,54.93554,0.5778
0.78,2.33,1.81,1.6,0.3012011,0.917407,1.4611053,5.999302,13.618055,15.032499,20.51514,600.61,302.91,29.0,2022.0,2477.0,90.2,54.93554,2.6941
1.02,0.95,2.2,1.25,1.0463825,1.02922,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,0.0
0.73,0.95,1.31,2.16,-0.42,0.74733,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,2.2149
0.87,0.95,1.31,1.38,-0.42,0.53,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,2.1157
0.745,0.95,2.16,1.54,0.74733,0.075545,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,0.0
2.07,0.95,1.88,2.1,0.662265,1.9708757,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,1.51
1.098,0.89,2.16,1.17,0.74733,0.162,1.4611053,7.09243,13.618055,10.003826,16.16,1000.0,2896.0,139.0,2143.0,4912.0,90.2,54.93554,0.0
1.04,0.95,2.2,1.22,1.0463825,0.30712,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,0.0
0.78,2.33,1.88,1.6,0.662265,0.917407,1.4611053,7.88101,13.618055,15.032499,17.0844,600.61,1768.0,100.0,2022.0,3200.0,90.2,54.93554,1.2299
0.76,0.95,1.23,2.2,0.338,1.0463825,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,0.0
0.67,0.95,0.98,1.9,0.61804922,0.06039663,1.4611053,5.391714996,13.618055,11.0302765,75.640097,1050.0,453.69,85.0,1655.0,1615.0,90.2,54.93554,1.5935
0.74,0.95,1.91,2.36,1.1571612,0.816268,1.4611053,7.639878,13.618055,11.0302765,18.168838,1050.0,1728.0,91.0,1655.0,3186.0,90.2,54.93554,0.0
2.07,0.95,1.9,2.1,1.235784,1.9708757,1.4611053,7.72638,13.618055,11.0302765,20.29239,1050.0,1357.77,400.0,1655.0,3200.0,90.2,54.93554,0.2198
0.88,0.95,1.9,1.65,0.06039663,-0.62,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,0.0
1.04,0.95,2.2,1.22,1.5643615,0.30712,1.4611053,8.96702,13.618055,11.0302765,17.0,1050.0,2739.0,150.0,1655.0,4701.0,90.2,54.93554,0.0
0.67,0.95,1.24,1.9,0.312,0.06039663,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,0.0
0.88,0.95,1.38,1.65,0.53,-0.62,1.4611053,6.19405,13.618055,11.0302765,11.6,1050.0,1405.3,27.0,1655.0,4200.0,90.2,54.93554,1.8031
0.78,0.95,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,1.5015
0.78,0.95,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,1.1662
0.87,0.95,1.88,1.38,0.662265,0.53,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,0.0
0.76,0.95,1.22,2.2,0.352,1.0463825,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,0.2518
0.83,0.95,2.16,1.91,0.74733,1.1571612,1.4611053,7.09243,13.618055,11.0302765,16.16,1050.0,2896.0,139.0,1655.0,4912.0,90.2,54.93554,2.2338
2.07,0.95,1.31,2.1,-0.42,1.9708757,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,2.3417
1.04,0.95,1.9,1.22,0.06039663,0.30712,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,0.0
0.67,0.95,1.23,1.9,0.338,0.06039663,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,0.0
0.74,0.89,1.17,2.36,0.162,0.816268,1.4611053,5.64371,13.618055,10.003826,11.078,1000.0,1345.0,13.0,2143.0,2076.0,90.2,54.93554,1.7704
0.67,0.89,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,10.003826,16.19921,1000.0,1811.0,80.0,2143.0,3134.0,90.2,54.93554,0.0
0.67,0.95,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,11.0302765,15.035271,1050.0,923.0,160.0,1655.0,1363.0,90.2,54.93554,0.0
0.78,0.89,1.55,1.6,-0.52,0.917407,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,1.1475
0.78,0.89,1.55,1.5,-0.52,0.32312,1.4611053,7.434038,13.618055,10.003826,15.63999,1000.0,1519.0,7.8,2143.0,2334.0,90.2,54.93554,1.1823
0.68,0.95,1.5,1.63,0.32312,0.527662,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,0.0
0.78,0.95,1.81,1.6,0.3012011,0.917407,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,3.2457
0.78,0.95,1.81,1.5,0.3012011,0.32312,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,4.0418
0.73,0.95,1.24,2.16,0.312,0.74733,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,0.9365
1.04,0.95,2.05,1.22,1.04740119,0.30712,1.4611053,8.608389,13.618055,11.0302765,16.626,1050.0,903.78,24.0,1655.0,1860.0,90.2,54.93554,3.5122
0.78,0.95,1.27,1.6,0.23887,0.917407,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,3.2094
0.78,0.95,1.27,1.5,0.23887,0.32312,1.4611053,5.425871,13.618055,11.0302765,14.13,1050.0,1925.0,16.0,1655.0,3675.0,90.2,54.93554,3.4697
0.76,0.95,1.23,2.05,0.338,1.04740119,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,3.6445
0.885,0.95,2.02,1.36,0.94236213,0.1882,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,1.7949
0.78,0.95,1.88,1.5,0.662265,0.32312,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,1.5499
0.86,0.95,1.55,1.33,-0.52,0.433289,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,1.506
0.76,0.95,1.66,2.05,0.6758412,1.04740119,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,1.35
0.78,0.95,1.88,1.6,0.662265,0.917407,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,1.3491
0.87,0.95,1.83,1.38,0.15323634,0.53,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,1.1214
0.73,0.95,1.23,2.16,0.338,0.74733,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,1.332
0.76,0.95,1.22,2.05,0.352,1.04740119,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,3.4626
0.76,0.95,1.83,2.05,0.15323634,1.04740119,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,1.6733
1.02,0.95,1.5,1.25,0.32312,1.02922,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,3.5449
0.76,0.95,2.02,2.05,0.94236213,1.04740119,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,1.6981
0.67,2.33,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,15.032499,16.19921,600.61,1811.0,80.0,2022.0,3134.0,90.2,54.93554,0.0
0.9,0.82,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,27.28954,18.82855,312.46,933.47,235.0,961.0,2792.0,85.03,62.70798,7.248
0.745,0.95,2.2,1.54,1.0463825,0.075545,1.4611053,7.3605,13.618055,11.0302765,16.76,1050.0,2607.0,120.0,1655.0,4423.0,90.2,54.93554,0.0
0.9,0.79,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,23.15745,18.82855,301.59,933.47,235.0,944.0,2792.0,85.03,62.70798,6.8832
0.78,0.95,1.66,1.6,0.6758412,0.917407,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,2.2687
0.78,0.95,1.66,1.5,0.6758412,0.32312,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,2.8066
0.78,0.95,1.24,1.5,0.312,0.32312,1.4611053,6.1077,13.618055,11.0302765,11.916,1050.0,1802.0,15.0,1655.0,3141.0,90.2,54.93554,3.8744
0.87,0.95,1.66,1.38,0.6758412,0.53,1.4611053,6.76651,13.618055,11.0302765,16.486305,1050.0,2180.0,94.0,1655.0,2944.0,90.2,54.93554,0.9757
1.001,0.79,1.93,1.27,1.304473,0.23887,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.7052
1.02,0.79,1.93,1.25,1.304473,1.02922,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.7563
1.16,0.79,1.12,0.93,0.572,0.54792625,3.61272528,5.5386,12.967633,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,239.11,39.8,0.3601
1.03,0.79,1.93,1.24,1.304473,0.312,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.5361
1.098,0.79,0.93,1.17,0.54792625,0.162,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.1745
1.16,0.79,2.02,0.93,0.94236213,0.54792625,3.61272528,7.285516,12.967633,23.15745,16.703,301.59,544.4,8.0,944.0,1837.0,239.11,39.8,3.7126
1.04,0.79,1.93,1.22,1.304473,0.30712,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.8705
1.16,0.79,1.2,0.93,0.11613,0.54792625,3.61272528,5.670385,12.967633,23.15745,11.24,301.59,1099.0,14.0,944.0,1800.0,239.11,39.8,0.0
1.052,0.79,1.93,1.22,1.304473,0.352,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.8171
0.76,0.95,1.81,2.05,0.3012011,1.04740119,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,1.2914
1.04,0.95,1.5,1.22,0.32312,0.30712,1.4611053,7.549571,13.618055,11.0302765,16.2,1050.0,3290.0,57.0,1655.0,5731.0,90.2,54.93554,3.8258
1.04,0.95,1.6,1.22,0.917407,0.30712,1.4611053,6.75885,13.618055,11.0302765,14.32,1050.0,2750.0,54.0,1655.0,5017.0,90.2,54.93554,3.2249
0.78,0.95,1.23,1.5,0.338,0.32312,1.4611053,6.0215,13.618055,11.0302765,11.781,1050.0,1734.0,16.0,1655.0,2993.0,90.2,54.93554,3.8552
0.68,0.93,0.98,1.63,0.61804922,0.527662,3.401189824,5.391714996,17.42282,47.28636,75.640097,370.87,453.69,85.0,1156.0,1615.0,85.03,62.70798,0.0
1.16,0.79,1.22,0.93,0.352,0.54792625,3.61272528,5.93905,12.967633,23.15745,11.647,301.59,1680.0,11.0,944.0,2840.0,239.11,39.8,5.0424
1.087,0.79,1.93,1.2,1.304473,0.11613,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,0.0
0.67,0.95,1.83,1.9,0.15323634,0.06039663,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,0.0
0.765,0.95,1.83,2.2,0.15323634,1.5643615,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,0.0
1.16,0.79,1.23,0.93,0.338,0.54792625,3.61272528,6.0215,12.967633,23.15745,11.781,301.59,1734.0,16.0,944.0,2993.0,239.11,39.8,5.2906
1.04,0.79,0.93,1.22,0.54792625,0.30712,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.0774
1.098,0.79,1.93,1.17,1.304473,0.162,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.8478
0.76,0.95,1.2,2.05,0.11613,1.04740119,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,0.0
1.16,0.79,1.24,0.93,0.312,0.54792625,3.61272528,6.1077,12.967633,23.15745,11.916,301.59,1802.0,15.0,944.0,3141.0,239.11,39.8,5.3424
1.025,0.79,0.93,1.62,0.54792625,0.32005319,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,1.9178
0.78,0.95,1.55,1.6,-0.52,0.917407,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,1.2788
0.78,0.95,1.55,1.5,-0.52,0.32312,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,1.3047
0.76,0.95,1.83,2.2,0.15323634,1.0463825,1.4611053,7.9024681,13.618055,11.0302765,16.19921,1050.0,1811.0,80.0,1655.0,3134.0,90.2,54.93554,0.0
0.76,0.95,1.88,2.05,0.662265,1.04740119,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,0.576
0.9,0.93,1.81,0.98,0.3012011,0.61804922,3.401189824,5.999302,17.42282,47.28636,20.51514,370.87,302.91,29.0,1156.0,2477.0,85.03,62.70798,5.7453
1.02,0.79,0.93,1.25,0.54792625,1.02922,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,5.4487
0.74,0.95,1.69,2.36,-0.72,0.816268,1.4611053,8.99382,13.618055,11.0302765,16.908313,1050.0,594.22,97.0,1655.0,1040.0,90.2,54.93554,3.543
1.16,0.95,2.66,0.93,3.05905238,0.54792625,1.4611053,10.45126,13.618055,11.0302765,19.13126,1050.0,386.85,0.449,1655.0,457.4,90.2,54.93554,2.563
0.67,0.95,0.93,1.9,0.54792625,0.06039663,1.4611053,5.13907696,13.618055,11.0302765,47.28636,1050.0,370.87,140.0,1655.0,1156.0,90.2,54.93554,1.773
0.67,0.95,1.0,1.9,0.024551,0.06039663,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,0.0
0.885,0.79,1.93,1.36,1.304473,0.1882,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,3.3916
0.9,0.93,1.66,0.98,0.6758412,0.61804922,3.401189824,6.76651,17.42282,47.28636,16.486305,370.87,2180.0,94.0,1156.0,2944.0,85.03,62.70798,4.323
0.78,0.95,1.22,1.6,0.352,0.917407,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,2.8969
0.78,0.95,1.22,1.5,0.352,0.32312,1.4611053,5.93905,13.618055,11.0302765,11.647,1050.0,1680.0,11.0,1655.0,2840.0,90.2,54.93554,3.8496
0.87,0.89,1.57,1.38,-0.52,0.53,1.4611053,9.322699,13.618055,10.003826,18.21115,1000.0,1560.0,190.0,2143.0,2742.0,90.2,54.93554,1.7399
1.16,0.79,1.27,0.93,0.23887,0.54792625,3.61272528,5.425871,12.967633,23.15745,14.13,301.59,1925.0,16.0,944.0,3675.0,239.11,39.8,5.494
1.098,0.95,2.05,1.17,1.04740119,0.162,1.4611053,8.608389,13.618055,11.0302765,16.626,1050.0,903.78,24.0,1655.0,1860.0,90.2,54.93554,3.6616
0.67,0.95,1.81,1.9,0.3012011,0.06039663,1.4611053,5.999302,13.618055,11.0302765,20.51514,1050.0,302.91,29.0,1655.0,2477.0,90.2,54.93554,0.2278
1.01,0.79,1.93,1.12,1.304473,0.572,3.61272528,7.576234,12.967633,23.15745,21.4844,301.59,1234.93,430.0,944.0,2435.0,239.11,39.8,2.9041
0.87,0.95,1.55,1.38,-0.52,0.53,1.4611053,7.434038,13.618055,11.0302765,15.63999,1050.0,1519.0,7.8,1655.0,2334.0,90.2,54.93554,0.67
2.07,0.95,1.0,2.1,0.024551,1.9708757,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,3.2142
0.94,0.95,2.02,1.78,0.94236213,0.383926,1.4611053,7.285516,13.618055,11.0302765,16.703,1050.0,544.4,8.0,1655.0,1837.0,90.2,54.93554,0.0
0.87,0.95,1.78,1.38,0.383926,0.53,1.4611053,5.7863557,13.618055,11.0302765,18.87041,1050.0,429.75,82.0,1655.0,2345.0,90.2,54.93554,1.0488
1.16,0.79,1.78,0.93,0.383926,0.54792625,3.61272528,5.7863557,12.967633,23.15745,18.87041,301.59,429.75,82.0,944.0,2345.0,239.11,39.8,2.9904
1.02,0.95,1.9,1.25,0.06039663,1.02922,1.4611053,7.83352,13.618055,11.0302765,16.6,1050.0,3459.0,48.0,1655.0,5869.0,90.2,54.93554,0.0
0.85,0.95,1.12,1.3,0.572,0.17807,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,2.4374
0.765,0.95,1.12,2.2,0.572,1.5643615,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,0.0
0.78,0.95,1.61,1.5,0.432835,0.32312,1.4611053,5.985769,13.618055,11.0302765,18.82855,1050.0,933.47,235.0,1655.0,2792.0,90.2,54.93554,1.0943
0.78,0.95,1.61,1.6,0.432835,0.917407,1.4611053,5.985769,13.618055,11.0302765,18.82855,1050.0,933.47,235.0,1655.0,2792.0,90.2,54.93554,2.8384
0.76,0.95,1.88,2.2,0.662265,1.0463825,1.4611053,7.88101,13.618055,11.0302765,17.0844,1050.0,1768.0,100.0,1655.0,3200.0,90.2,54.93554,0.0
0.67,0.89,1.88,1.9,0.662265,0.06039663,1.4611053,7.88101,13.618055,10.003826,17.0844,1000.0,1768.0,100.0,2143.0,3200.0,90.2,54.93554,0.1982
2.07,1.0,1.88,2.1,0.662265,1.9708757,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,2.0668
0.67,1.0,0.98,1.9,0.61804922,0.06039663,1.4611053,5.391714996,13.618055,11.871719,75.640097,1115.0,453.69,85.0,1757.0,1615.0,90.2,54.93554,1.5831
0.78,1.0,1.83,1.6,0.15323634,0.917407,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,2.0871
0.78,1.0,1.83,1.5,0.15323634,0.32312,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,1.2064
0.78,0.95,1.2,1.5,0.11613,0.32312,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,0.0
0.78,0.95,1.2,1.6,0.11613,0.917407,1.4611053,5.670385,13.618055,11.0302765,11.24,1050.0,1099.0,14.0,1655.0,1800.0,90.2,54.93554,0.0
0.74,1.0,1.31,2.36,-0.42,0.816268,1.4611053,7.646236,13.618055,11.871719,15.035271,1115.0,923.0,160.0,1757.0,1363.0,90.2,54.93554,3.646
0.885,1.0,1.9,1.36,0.06039663,0.1882,1.4611053,7.83352,13.618055,11.871719,16.6,1115.0,3459.0,48.0,1757.0,5869.0,90.2,54.93554,0.0
0.67,1.0,1.31,1.9,-0.42,0.06039663,1.4611053,7.646236,13.618055,11.871719,15.035271,1115.0,923.0,160.0,1757.0,1363.0,90.2,54.93554,0.0
0.87,2.33,1.69,1.38,-0.72,0.53,1.4611053,8.99382,13.618055,15.032499,16.908313,600.61,594.22,97.0,2022.0,1040.0,90.2,54.93554,1.4201
0.76,0.79,0.93,2.05,0.54792625,1.04740119,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,3.0473
0.68,1.0,1.5,1.63,0.32312,0.527662,1.4611053,7.549571,13.618055,11.871719,16.2,1115.0,3290.0,57.0,1757.0,5731.0,90.2,54.93554,0.4315
0.86,0.95,1.12,1.33,0.572,0.433289,1.4611053,5.5386,13.618055,11.0302765,10.956,1050.0,1068.0,11.0,1655.0,3633.0,90.2,54.93554,2.4785
0.73,0.95,1.0,2.16,0.024551,0.74733,1.4611053,6.11315547,13.618055,11.0302765,11.871719,1050.0,1115.0,200.0,1655.0,1757.0,90.2,54.93554,2.6243
0.67,2.33,1.88,1.9,0.662265,0.06039663,1.4611053,7.88101,13.618055,15.032499,17.0844,600.61,1768.0,100.0,2022.0,3200.0,90.2,54.93554,0.0
1.17,1.0,2.18,2.02,0.80482,0.94236213,1.4611053,9.78855,13.618055,11.871719,18.5892,1115.0,1090.0,50.0,1757.0,887.0,90.2,54.93554,3.2393
0.74,1.0,1.88,2.36,0.662265,0.816268,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,0.0
0.885,1.0,2.05,1.36,1.04740119,0.1882,1.4611053,8.608389,13.618055,11.871719,16.626,1115.0,903.78,24.0,1757.0,1860.0,90.2,54.93554,3.6318
0.78,1.0,1.88,1.5,0.662265,0.32312,1.4611053,7.88101,13.618055,11.871719,17.0844,1115.0,1768.0,100.0,1757.0,3200.0,90.2,54.93554,0.3612
0.76,1.0,1.66,2.05,0.6758412,1.04740119,1.4611053,6.76651,13.618055,11.871719,16.486305,1115.0,2180.0,94.0,1757.0,2944.0,90.2,54.93554,1.9551
0.9,0.93,1.61,0.98,0.432835,0.61804922,3.401189824,5.985769,17.42282,47.28636,18.82855,370.87,933.47,235.0,1156.0,2792.0,85.03,62.70798,7.6173
0.76,1.0,1.83,2.05,0.15323634,1.04740119,1.4611053,7.9024681,13.618055,11.871719,16.19921,1115.0,1811.0,80.0,1757.0,3134.0,90.2,54.93554,2.1517
0.9,0.79,1.12,0.98,0.572,0.61804922,3.61272528,5.5386,12.967633,23.15745,10.956,301.59,1068.0,11.0,944.0,3633.0,239.11,39.8,0.3208
0.885,0.79,0.93,1.36,0.54792625,0.1882,3.61272528,5.13907696,12.967633,23.15745,47.28636,301.59,370.87,140.0,944.0,1156.0,239.11,39.8,3.8894
0.745,1.0,2.2,1.54,1.0463825,0.075545,1.4611053,7.3605,13.618055,11.871719,16.76,1115.0,2607.0,120.0,1757.0,4423.0,90.2,54.93554,0.0
